"Area","MTU","Solar  - Actual Aggregated [MW]"
"Germany (DE)","02.01.2021 10:15 - 02.01.2021 10:30 (CET/CEST)","2072"
"Germany (DE)","02.01.2021 10:30 - 02.01.2021 10:45 (CET/CEST)","2334"
"Germany (DE)","02.01.2021 10:45 - 02.01.2021 11:00 (CET/CEST)","2665"
"Germany (DE)","02.01.2021 11:00 - 02.01.2021 11:15 (CET/CEST)","3013"
"Germany (DE)","02.01.2021 11:15 - 02.01.2021 11:30 (CET/CEST)","3244"
"Germany (DE)","02.01.2021 11:30 - 02.01.2021 11:45 (CET/CEST)","3419"
"Germany (DE)","02.01.2021 11:45 - 02.01.2021 12:00 (CET/CEST)","3565"
"Germany (DE)","02.01.2021 12:00 - 02.01.2021 12:15 (CET/CEST)","3711"
"Germany (DE)","02.01.2021 12:15 - 02.01.2021 12:30 (CET/CEST)","3804"
"Germany (DE)","02.01.2021 12:30 - 02.01.2021 12:45 (CET/CEST)","3759"
"Germany (DE)","02.01.2021 12:45 - 02.01.2021 13:00 (CET/CEST)","3631"
"Germany (DE)","02.01.2021 13:00 - 02.01.2021 13:15 (CET/CEST)","3426"
"Germany (DE)","02.01.2021 13:15 - 02.01.2021 13:30 (CET/CEST)","3242"
"Germany (DE)","02.01.2021 13:30 - 02.01.2021 13:45 (CET/CEST)","2953"
"Germany (DE)","02.01.2021 13:45 - 02.01.2021 14:00 (CET/CEST)","2665"
"Germany (DE)","02.01.2021 14:00 - 02.01.2021 14:15 (CET/CEST)","2311"
"Germany (DE)","02.01.2021 14:15 - 02.01.2021 14:30 (CET/CEST)","1966"
"Germany (DE)","02.01.2021 14:30 - 02.01.2021 14:45 (CET/CEST)","1603"
"Germany (DE)","02.01.2021 14:45 - 02.01.2021 15:00 (CET/CEST)","1265"
"Germany (DE)","02.01.2021 15:00 - 02.01.2021 15:15 (CET/CEST)","971"
"Germany (DE)","02.01.2021 15:15 - 02.01.2021 15:30 (CET/CEST)","688"
"Germany (DE)","02.01.2021 15:30 - 02.01.2021 15:45 (CET/CEST)","458"
"Germany (DE)","02.01.2021 15:45 - 02.01.2021 16:00 (CET/CEST)","244"
"Germany (DE)","02.01.2021 16:00 - 02.01.2021 16:15 (CET/CEST)","83"
"Germany (DE)","02.01.2021 16:15 - 02.01.2021 16:30 (CET/CEST)","9"
"Germany (DE)","02.01.2021 16:30 - 02.01.2021 16:45 (CET/CEST)","1"
"Germany (DE)","02.01.2021 16:45 - 02.01.2021 17:00 (CET/CEST)","0"
"Germany (DE)","02.01.2021 17:00 - 02.01.2021 17:15 (CET/CEST)","0"
"Germany (DE)","02.01.2021 17:15 - 02.01.2021 17:30 (CET/CEST)","0"
"Germany (DE)","02.01.2021 17:30 - 02.01.2021 17:45 (CET/CEST)","0"
"Germany (DE)","02.01.2021 17:45 - 02.01.2021 18:00 (CET/CEST)","0"
"Germany (DE)","02.01.2021 18:00 - 02.01.2021 18:15 (CET/CEST)","0"
"Germany (DE)","02.01.2021 18:15 - 02.01.2021 18:30 (CET/CEST)","0"
"Germany (DE)","02.01.2021 18:30 - 02.01.2021 18:45 (CET/CEST)","0"
"Germany (DE)","02.01.2021 18:45 - 02.01.2021 19:00 (CET/CEST)","0"
"Germany (DE)","02.01.2021 19:00 - 02.01.2021 19:15 (CET/CEST)","0"
"Germany (DE)","02.01.2021 19:15 - 02.01.2021 19:30 (CET/CEST)","0"
"Germany (DE)","02.01.2021 19:30 - 02.01.2021 19:45 (CET/CEST)","0"
"Germany (DE)","02.01.2021 19:45 - 02.01.2021 20:00 (CET/CEST)","0"
"Germany (DE)","02.01.2021 20:00 - 02.01.2021 20:15 (CET/CEST)","0"
"Germany (DE)","02.01.2021 20:15 - 02.01.2021 20:30 (CET/CEST)","0"
"Germany (DE)","02.01.2021 20:30 - 02.01.2021 20:45 (CET/CEST)","0"
"Germany (DE)","02.01.2021 20:45 - 02.01.2021 21:00 (CET/CEST)","0"
"Germany (DE)","02.01.2021 21:00 - 02.01.2021 21:15 (CET/CEST)","0"
"Germany (DE)","02.01.2021 21:15 - 02.01.2021 21:30 (CET/CEST)","0"
"Germany (DE)","02.01.2021 21:30 - 02.01.2021 21:45 (CET/CEST)","0"
"Germany (DE)","02.01.2021 21:45 - 02.01.2021 22:00 (CET/CEST)","0"
"Germany (DE)","02.01.2021 22:00 - 02.01.2021 22:15 (CET/CEST)","0"
"Germany (DE)","02.01.2021 22:15 - 02.01.2021 22:30 (CET/CEST)","0"
"Germany (DE)","02.01.2021 22:30 - 02.01.2021 22:45 (CET/CEST)","0"
"Germany (DE)","02.01.2021 22:45 - 02.01.2021 23:00 (CET/CEST)","0"
"Germany (DE)","02.01.2021 23:00 - 02.01.2021 23:15 (CET/CEST)","0"
"Germany (DE)","02.01.2021 23:15 - 02.01.2021 23:30 (CET/CEST)","0"
"Germany (DE)","02.01.2021 23:30 - 02.01.2021 23:45 (CET/CEST)","0"
"Germany (DE)","02.01.2021 23:45 - 03.01.2021 00:00 (CET/CEST)","0"
"Germany (DE)","03.01.2021 00:00 - 03.01.2021 00:15 (CET/CEST)","0"
"Germany (DE)","03.01.2021 00:15 - 03.01.2021 00:30 (CET/CEST)","0"
"Germany (DE)","03.01.2021 00:30 - 03.01.2021 00:45 (CET/CEST)","0"
"Germany (DE)","03.01.2021 00:45 - 03.01.2021 01:00 (CET/CEST)","0"
"Germany (DE)","03.01.2021 01:00 - 03.01.2021 01:15 (CET/CEST)","0"
"Germany (DE)","03.01.2021 01:15 - 03.01.2021 01:30 (CET/CEST)","0"
"Germany (DE)","03.01.2021 01:30 - 03.01.2021 01:45 (CET/CEST)","0"
"Germany (DE)","03.01.2021 01:45 - 03.01.2021 02:00 (CET/CEST)","0"
"Germany (DE)","03.01.2021 02:00 - 03.01.2021 02:15 (CET/CEST)","0"
"Germany (DE)","03.01.2021 02:15 - 03.01.2021 02:30 (CET/CEST)","0"
"Germany (DE)","03.01.2021 02:30 - 03.01.2021 02:45 (CET/CEST)","0"
"Germany (DE)","03.01.2021 02:45 - 03.01.2021 03:00 (CET/CEST)","0"
"Germany (DE)","03.01.2021 03:00 - 03.01.2021 03:15 (CET/CEST)","0"
"Germany (DE)","03.01.2021 03:15 - 03.01.2021 03:30 (CET/CEST)","0"
"Germany (DE)","03.01.2021 03:30 - 03.01.2021 03:45 (CET/CEST)","0"
"Germany (DE)","03.01.2021 03:45 - 03.01.2021 04:00 (CET/CEST)","0"
"Germany (DE)","03.01.2021 04:00 - 03.01.2021 04:15 (CET/CEST)","0"
"Germany (DE)","03.01.2021 04:15 - 03.01.2021 04:30 (CET/CEST)","0"
"Germany (DE)","03.01.2021 04:30 - 03.01.2021 04:45 (CET/CEST)","0"
"Germany (DE)","03.01.2021 04:45 - 03.01.2021 05:00 (CET/CEST)","0"
"Germany (DE)","03.01.2021 05:00 - 03.01.2021 05:15 (CET/CEST)","0"
"Germany (DE)","03.01.2021 05:15 - 03.01.2021 05:30 (CET/CEST)","0"
"Germany (DE)","03.01.2021 05:30 - 03.01.2021 05:45 (CET/CEST)","0"
"Germany (DE)","03.01.2021 05:45 - 03.01.2021 06:00 (CET/CEST)","0"
"Germany (DE)","03.01.2021 06:00 - 03.01.2021 06:15 (CET/CEST)","0"
"Germany (DE)","03.01.2021 06:15 - 03.01.2021 06:30 (CET/CEST)","0"
"Germany (DE)","03.01.2021 06:30 - 03.01.2021 06:45 (CET/CEST)","0"
"Germany (DE)","03.01.2021 06:45 - 03.01.2021 07:00 (CET/CEST)","0"
"Germany (DE)","03.01.2021 07:00 - 03.01.2021 07:15 (CET/CEST)","0"
"Germany (DE)","03.01.2021 07:15 - 03.01.2021 07:30 (CET/CEST)","0"
"Germany (DE)","03.01.2021 07:30 - 03.01.2021 07:45 (CET/CEST)","0"
"Germany (DE)","03.01.2021 07:45 - 03.01.2021 08:00 (CET/CEST)","1"
"Germany (DE)","03.01.2021 08:00 - 03.01.2021 08:15 (CET/CEST)","43"
"Germany (DE)","03.01.2021 08:15 - 03.01.2021 08:30 (CET/CEST)","133"
"Germany (DE)","03.01.2021 08:30 - 03.01.2021 08:45 (CET/CEST)","87"
"Germany (DE)","03.01.2021 08:45 - 03.01.2021 09:00 (CET/CEST)","75"
"Germany (DE)","03.01.2021 09:00 - 03.01.2021 09:15 (CET/CEST)","139"
"Germany (DE)","03.01.2021 09:15 - 03.01.2021 09:30 (CET/CEST)","233"
"Germany (DE)","03.01.2021 09:30 - 03.01.2021 09:45 (CET/CEST)","360"
"Germany (DE)","03.01.2021 09:45 - 03.01.2021 10:00 (CET/CEST)","492"
"Germany (DE)","03.01.2021 10:00 - 03.01.2021 10:15 (CET/CEST)","635"
"Germany (DE)","03.01.2021 10:15 - 03.01.2021 10:30 (CET/CEST)","794"
"Germany (DE)","03.01.2021 10:30 - 03.01.2021 10:45 (CET/CEST)","975"
"Germany (DE)","03.01.2021 10:45 - 03.01.2021 11:00 (CET/CEST)","1136"
"Germany (DE)","03.01.2021 11:00 - 03.01.2021 11:15 (CET/CEST)","1263"
"Germany (DE)","03.01.2021 11:15 - 03.01.2021 11:30 (CET/CEST)","1366"
"Germany (DE)","03.01.2021 11:30 - 03.01.2021 11:45 (CET/CEST)","1453"
"Germany (DE)","03.01.2021 11:45 - 03.01.2021 12:00 (CET/CEST)","1494"
"Germany (DE)","03.01.2021 12:00 - 03.01.2021 12:15 (CET/CEST)","1523"
"Germany (DE)","03.01.2021 12:15 - 03.01.2021 12:30 (CET/CEST)","1545"
"Germany (DE)","03.01.2021 12:30 - 03.01.2021 12:45 (CET/CEST)","1547"
"Germany (DE)","03.01.2021 12:45 - 03.01.2021 13:00 (CET/CEST)","1512"
"Germany (DE)","03.01.2021 13:00 - 03.01.2021 13:15 (CET/CEST)","1455"
"Germany (DE)","03.01.2021 13:15 - 03.01.2021 13:30 (CET/CEST)","1373"
"Germany (DE)","03.01.2021 13:30 - 03.01.2021 13:45 (CET/CEST)","1262"
"Germany (DE)","03.01.2021 13:45 - 03.01.2021 14:00 (CET/CEST)","1152"
"Germany (DE)","03.01.2021 14:00 - 03.01.2021 14:15 (CET/CEST)","1026"
"Germany (DE)","03.01.2021 14:15 - 03.01.2021 14:30 (CET/CEST)","885"
"Germany (DE)","03.01.2021 14:30 - 03.01.2021 14:45 (CET/CEST)","747"
"Germany (DE)","03.01.2021 14:45 - 03.01.2021 15:00 (CET/CEST)","627"
"Germany (DE)","03.01.2021 15:00 - 03.01.2021 15:15 (CET/CEST)","498"
"Germany (DE)","03.01.2021 15:15 - 03.01.2021 15:30 (CET/CEST)","377"
"Germany (DE)","03.01.2021 15:30 - 03.01.2021 15:45 (CET/CEST)","253"
"Germany (DE)","03.01.2021 15:45 - 03.01.2021 16:00 (CET/CEST)","135"
"Germany (DE)","03.01.2021 16:00 - 03.01.2021 16:15 (CET/CEST)","54"
"Germany (DE)","03.01.2021 16:15 - 03.01.2021 16:30 (CET/CEST)","16"
"Germany (DE)","03.01.2021 16:30 - 03.01.2021 16:45 (CET/CEST)","1"
"Germany (DE)","03.01.2021 16:45 - 03.01.2021 17:00 (CET/CEST)","0"
"Germany (DE)","03.01.2021 17:00 - 03.01.2021 17:15 (CET/CEST)","0"
"Germany (DE)","03.01.2021 17:15 - 03.01.2021 17:30 (CET/CEST)","0"
"Germany (DE)","03.01.2021 17:30 - 03.01.2021 17:45 (CET/CEST)","0"
"Germany (DE)","03.01.2021 17:45 - 03.01.2021 18:00 (CET/CEST)","0"
"Germany (DE)","03.01.2021 18:00 - 03.01.2021 18:15 (CET/CEST)","0"
"Germany (DE)","03.01.2021 18:15 - 03.01.2021 18:30 (CET/CEST)","0"
"Germany (DE)","03.01.2021 18:30 - 03.01.2021 18:45 (CET/CEST)","0"
"Germany (DE)","03.01.2021 18:45 - 03.01.2021 19:00 (CET/CEST)","0"
"Germany (DE)","03.01.2021 19:00 - 03.01.2021 19:15 (CET/CEST)","0"
"Germany (DE)","03.01.2021 19:15 - 03.01.2021 19:30 (CET/CEST)","0"
"Germany (DE)","03.01.2021 19:30 - 03.01.2021 19:45 (CET/CEST)","0"
"Germany (DE)","03.01.2021 19:45 - 03.01.2021 20:00 (CET/CEST)","0"
"Germany (DE)","03.01.2021 20:00 - 03.01.2021 20:15 (CET/CEST)","0"
"Germany (DE)","03.01.2021 20:15 - 03.01.2021 20:30 (CET/CEST)","0"
"Germany (DE)","03.01.2021 20:30 - 03.01.2021 20:45 (CET/CEST)","0"
"Germany (DE)","03.01.2021 20:45 - 03.01.2021 21:00 (CET/CEST)","0"
"Germany (DE)","03.01.2021 21:00 - 03.01.2021 21:15 (CET/CEST)","0"
"Germany (DE)","03.01.2021 21:15 - 03.01.2021 21:30 (CET/CEST)","0"
"Germany (DE)","03.01.2021 21:30 - 03.01.2021 21:45 (CET/CEST)","0"
"Germany (DE)","03.01.2021 21:45 - 03.01.2021 22:00 (CET/CEST)","0"
"Germany (DE)","03.01.2021 22:00 - 03.01.2021 22:15 (CET/CEST)","0"
"Germany (DE)","03.01.2021 22:15 - 03.01.2021 22:30 (CET/CEST)","0"
"Germany (DE)","03.01.2021 22:30 - 03.01.2021 22:45 (CET/CEST)","0"
"Germany (DE)","03.01.2021 22:45 - 03.01.2021 23:00 (CET/CEST)","0"
"Germany (DE)","03.01.2021 23:00 - 03.01.2021 23:15 (CET/CEST)","0"
"Germany (DE)","03.01.2021 23:15 - 03.01.2021 23:30 (CET/CEST)","0"
"Germany (DE)","03.01.2021 23:30 - 03.01.2021 23:45 (CET/CEST)","0"
"Germany (DE)","03.01.2021 23:45 - 04.01.2021 00:00 (CET/CEST)","0"
"Germany (DE)","04.01.2021 00:00 - 04.01.2021 00:15 (CET/CEST)","0"
"Germany (DE)","04.01.2021 00:15 - 04.01.2021 00:30 (CET/CEST)","0"
"Germany (DE)","04.01.2021 00:30 - 04.01.2021 00:45 (CET/CEST)","0"
"Germany (DE)","04.01.2021 00:45 - 04.01.2021 01:00 (CET/CEST)","0"
"Germany (DE)","04.01.2021 01:00 - 04.01.2021 01:15 (CET/CEST)","0"
"Germany (DE)","04.01.2021 01:15 - 04.01.2021 01:30 (CET/CEST)","0"
"Germany (DE)","04.01.2021 01:30 - 04.01.2021 01:45 (CET/CEST)","0"
"Germany (DE)","04.01.2021 01:45 - 04.01.2021 02:00 (CET/CEST)","0"
"Germany (DE)","04.01.2021 02:00 - 04.01.2021 02:15 (CET/CEST)","0"
"Germany (DE)","04.01.2021 02:15 - 04.01.2021 02:30 (CET/CEST)","0"
"Germany (DE)","04.01.2021 02:30 - 04.01.2021 02:45 (CET/CEST)","0"
"Germany (DE)","04.01.2021 02:45 - 04.01.2021 03:00 (CET/CEST)","0"
"Germany (DE)","04.01.2021 03:00 - 04.01.2021 03:15 (CET/CEST)","0"
"Germany (DE)","04.01.2021 03:15 - 04.01.2021 03:30 (CET/CEST)","0"
"Germany (DE)","04.01.2021 03:30 - 04.01.2021 03:45 (CET/CEST)","0"
"Germany (DE)","04.01.2021 03:45 - 04.01.2021 04:00 (CET/CEST)","0"
"Germany (DE)","04.01.2021 04:00 - 04.01.2021 04:15 (CET/CEST)","0"
"Germany (DE)","04.01.2021 04:15 - 04.01.2021 04:30 (CET/CEST)","0"
"Germany (DE)","04.01.2021 04:30 - 04.01.2021 04:45 (CET/CEST)","0"
"Germany (DE)","04.01.2021 04:45 - 04.01.2021 05:00 (CET/CEST)","0"
