"Area","MTU","Solar  - Actual Aggregated [MW]"
"Germany (DE)","01.01.2015 06:15 - 01.01.2015 06:30 (CET/CEST)","0"
"Germany (DE)","01.01.2015 06:30 - 01.01.2015 06:45 (CET/CEST)","0"
"Germany (DE)","01.01.2015 06:45 - 01.01.2015 07:00 (CET/CEST)","0"
"Germany (DE)","01.01.2015 07:00 - 01.01.2015 07:15 (CET/CEST)","0"
"Germany (DE)","01.01.2015 07:15 - 01.01.2015 07:30 (CET/CEST)","0"
"Germany (DE)","01.01.2015 07:30 - 01.01.2015 07:45 (CET/CEST)","0"
"Germany (DE)","01.01.2015 07:45 - 01.01.2015 08:00 (CET/CEST)","0"
"Germany (DE)","01.01.2015 08:00 - 01.01.2015 08:15 (CET/CEST)","0"
"Germany (DE)","01.01.2015 08:15 - 01.01.2015 08:30 (CET/CEST)","14"
"Germany (DE)","01.01.2015 08:30 - 01.01.2015 08:45 (CET/CEST)","49"
"Germany (DE)","01.01.2015 08:45 - 01.01.2015 09:00 (CET/CEST)","149"
"Germany (DE)","01.01.2015 09:00 - 01.01.2015 09:15 (CET/CEST)","341"
"Germany (DE)","01.01.2015 09:15 - 01.01.2015 09:30 (CET/CEST)","573"
"Germany (DE)","01.01.2015 09:30 - 01.01.2015 09:45 (CET/CEST)","866"
"Germany (DE)","01.01.2015 09:45 - 01.01.2015 10:00 (CET/CEST)","1313"
"Germany (DE)","01.01.2015 10:00 - 01.01.2015 10:15 (CET/CEST)","1623"
"Germany (DE)","01.01.2015 10:15 - 01.01.2015 10:30 (CET/CEST)","1890"
"Germany (DE)","01.01.2015 10:30 - 01.01.2015 10:45 (CET/CEST)","2229"
"Germany (DE)","01.01.2015 10:45 - 01.01.2015 11:00 (CET/CEST)","2725"
"Germany (DE)","01.01.2015 11:00 - 01.01.2015 11:15 (CET/CEST)","3017"
"Germany (DE)","01.01.2015 11:15 - 01.01.2015 11:30 (CET/CEST)","3196"
"Germany (DE)","01.01.2015 11:30 - 01.01.2015 11:45 (CET/CEST)","3485"
"Germany (DE)","01.01.2015 11:45 - 01.01.2015 12:00 (CET/CEST)","3759"
"Germany (DE)","01.01.2015 12:00 - 01.01.2015 12:15 (CET/CEST)","4123"
"Germany (DE)","01.01.2015 12:15 - 01.01.2015 12:30 (CET/CEST)","4256"
"Germany (DE)","01.01.2015 12:30 - 01.01.2015 12:45 (CET/CEST)","4286"
"Germany (DE)","01.01.2015 12:45 - 01.01.2015 13:00 (CET/CEST)","4128"
"Germany (DE)","01.01.2015 13:00 - 01.01.2015 13:15 (CET/CEST)","3904"
"Germany (DE)","01.01.2015 13:15 - 01.01.2015 13:30 (CET/CEST)","3655"
"Germany (DE)","01.01.2015 13:30 - 01.01.2015 13:45 (CET/CEST)","3332"
"Germany (DE)","01.01.2015 13:45 - 01.01.2015 14:00 (CET/CEST)","3111"
"Germany (DE)","01.01.2015 14:00 - 01.01.2015 14:15 (CET/CEST)","2814"
"Germany (DE)","01.01.2015 14:15 - 01.01.2015 14:30 (CET/CEST)","2465"
"Germany (DE)","01.01.2015 14:30 - 01.01.2015 14:45 (CET/CEST)","2102"
"Germany (DE)","01.01.2015 14:45 - 01.01.2015 15:00 (CET/CEST)","1734"
"Germany (DE)","01.01.2015 15:00 - 01.01.2015 15:15 (CET/CEST)","1300"
"Germany (DE)","01.01.2015 15:15 - 01.01.2015 15:30 (CET/CEST)","874"
"Germany (DE)","01.01.2015 15:30 - 01.01.2015 15:45 (CET/CEST)","534"
"Germany (DE)","01.01.2015 15:45 - 01.01.2015 16:00 (CET/CEST)","274"
"Germany (DE)","01.01.2015 16:00 - 01.01.2015 16:15 (CET/CEST)","120"
"Germany (DE)","01.01.2015 16:15 - 01.01.2015 16:30 (CET/CEST)","52"
"Germany (DE)","01.01.2015 16:30 - 01.01.2015 16:45 (CET/CEST)","24"
"Germany (DE)","01.01.2015 16:45 - 01.01.2015 17:00 (CET/CEST)","4"
"Germany (DE)","01.01.2015 17:00 - 01.01.2015 17:15 (CET/CEST)","0"
"Germany (DE)","01.01.2015 17:15 - 01.01.2015 17:30 (CET/CEST)","0"
"Germany (DE)","01.01.2015 17:30 - 01.01.2015 17:45 (CET/CEST)","0"
"Germany (DE)","01.01.2015 17:45 - 01.01.2015 18:00 (CET/CEST)","0"
"Germany (DE)","01.01.2015 18:00 - 01.01.2015 18:15 (CET/CEST)","0"
"Germany (DE)","01.01.2015 18:15 - 01.01.2015 18:30 (CET/CEST)","0"
"Germany (DE)","01.01.2015 18:30 - 01.01.2015 18:45 (CET/CEST)","0"
"Germany (DE)","01.01.2015 18:45 - 01.01.2015 19:00 (CET/CEST)","0"
"Germany (DE)","01.01.2015 19:00 - 01.01.2015 19:15 (CET/CEST)","0"
"Germany (DE)","01.01.2015 19:15 - 01.01.2015 19:30 (CET/CEST)","0"
"Germany (DE)","01.01.2015 19:30 - 01.01.2015 19:45 (CET/CEST)","0"
"Germany (DE)","01.01.2015 19:45 - 01.01.2015 20:00 (CET/CEST)","0"
"Germany (DE)","01.01.2015 20:00 - 01.01.2015 20:15 (CET/CEST)","0"
"Germany (DE)","01.01.2015 20:15 - 01.01.2015 20:30 (CET/CEST)","0"
"Germany (DE)","01.01.2015 20:30 - 01.01.2015 20:45 (CET/CEST)","0"
"Germany (DE)","01.01.2015 20:45 - 01.01.2015 21:00 (CET/CEST)","0"
"Germany (DE)","01.01.2015 21:00 - 01.01.2015 21:15 (CET/CEST)","0"
"Germany (DE)","01.01.2015 21:15 - 01.01.2015 21:30 (CET/CEST)","0"
"Germany (DE)","01.01.2015 21:30 - 01.01.2015 21:45 (CET/CEST)","0"
"Germany (DE)","01.01.2015 21:45 - 01.01.2015 22:00 (CET/CEST)","0"
"Germany (DE)","01.01.2015 22:00 - 01.01.2015 22:15 (CET/CEST)","0"
"Germany (DE)","01.01.2015 22:15 - 01.01.2015 22:30 (CET/CEST)","0"
"Germany (DE)","01.01.2015 22:30 - 01.01.2015 22:45 (CET/CEST)","0"
"Germany (DE)","01.01.2015 22:45 - 01.01.2015 23:00 (CET/CEST)","0"
"Germany (DE)","01.01.2015 23:00 - 01.01.2015 23:15 (CET/CEST)","0"
"Germany (DE)","01.01.2015 23:15 - 01.01.2015 23:30 (CET/CEST)","0"
"Germany (DE)","01.01.2015 23:30 - 01.01.2015 23:45 (CET/CEST)","0"
"Germany (DE)","01.01.2015 23:45 - 02.01.2015 00:00 (CET/CEST)","0"
"Germany (DE)","02.01.2015 00:00 - 02.01.2015 00:15 (CET/CEST)","0"
"Germany (DE)","02.01.2015 00:15 - 02.01.2015 00:30 (CET/CEST)","0"
"Germany (DE)","02.01.2015 00:30 - 02.01.2015 00:45 (CET/CEST)","0"
"Germany (DE)","02.01.2015 00:45 - 02.01.2015 01:00 (CET/CEST)","0"
"Germany (DE)","02.01.2015 01:00 - 02.01.2015 01:15 (CET/CEST)","0"
"Germany (DE)","02.01.2015 01:15 - 02.01.2015 01:30 (CET/CEST)","0"
"Germany (DE)","02.01.2015 01:30 - 02.01.2015 01:45 (CET/CEST)","0"
"Germany (DE)","02.01.2015 01:45 - 02.01.2015 02:00 (CET/CEST)","0"
"Germany (DE)","02.01.2015 02:00 - 02.01.2015 02:15 (CET/CEST)","0"
"Germany (DE)","02.01.2015 02:15 - 02.01.2015 02:30 (CET/CEST)","0"
"Germany (DE)","02.01.2015 02:30 - 02.01.2015 02:45 (CET/CEST)","0"
"Germany (DE)","02.01.2015 02:45 - 02.01.2015 03:00 (CET/CEST)","0"
"Germany (DE)","02.01.2015 03:00 - 02.01.2015 03:15 (CET/CEST)","0"
"Germany (DE)","02.01.2015 03:15 - 02.01.2015 03:30 (CET/CEST)","0"
"Germany (DE)","02.01.2015 03:30 - 02.01.2015 03:45 (CET/CEST)","0"
"Germany (DE)","02.01.2015 03:45 - 02.01.2015 04:00 (CET/CEST)","0"
"Germany (DE)","02.01.2015 04:00 - 02.01.2015 04:15 (CET/CEST)","0"
"Germany (DE)","02.01.2015 04:15 - 02.01.2015 04:30 (CET/CEST)","0"
"Germany (DE)","02.01.2015 04:30 - 02.01.2015 04:45 (CET/CEST)","0"
"Germany (DE)","02.01.2015 04:45 - 02.01.2015 05:00 (CET/CEST)","0"
"Germany (DE)","02.01.2015 05:00 - 02.01.2015 05:15 (CET/CEST)","0"
"Germany (DE)","02.01.2015 05:15 - 02.01.2015 05:30 (CET/CEST)","0"
"Germany (DE)","02.01.2015 05:30 - 02.01.2015 05:45 (CET/CEST)","0"
"Germany (DE)","02.01.2015 05:45 - 02.01.2015 06:00 (CET/CEST)","0"
"Germany (DE)","02.01.2015 06:00 - 02.01.2015 06:15 (CET/CEST)","0"
"Germany (DE)","02.01.2015 06:15 - 02.01.2015 06:30 (CET/CEST)","0"
"Germany (DE)","02.01.2015 06:30 - 02.01.2015 06:45 (CET/CEST)","0"
"Germany (DE)","02.01.2015 06:45 - 02.01.2015 07:00 (CET/CEST)","0"
"Germany (DE)","02.01.2015 07:00 - 02.01.2015 07:15 (CET/CEST)","0"
"Germany (DE)","02.01.2015 07:15 - 02.01.2015 07:30 (CET/CEST)","0"
"Germany (DE)","02.01.2015 07:30 - 02.01.2015 07:45 (CET/CEST)","0"
"Germany (DE)","02.01.2015 07:45 - 02.01.2015 08:00 (CET/CEST)","0"
"Germany (DE)","02.01.2015 08:00 - 02.01.2015 08:15 (CET/CEST)","1"
"Germany (DE)","02.01.2015 08:15 - 02.01.2015 08:30 (CET/CEST)","22"
"Germany (DE)","02.01.2015 08:30 - 02.01.2015 08:45 (CET/CEST)","46"
"Germany (DE)","02.01.2015 08:45 - 02.01.2015 09:00 (CET/CEST)","83"
"Germany (DE)","02.01.2015 09:00 - 02.01.2015 09:15 (CET/CEST)","139"
"Germany (DE)","02.01.2015 09:15 - 02.01.2015 09:30 (CET/CEST)","212"
"Germany (DE)","02.01.2015 09:30 - 02.01.2015 09:45 (CET/CEST)","278"
"Germany (DE)","02.01.2015 09:45 - 02.01.2015 10:00 (CET/CEST)","381"
"Germany (DE)","02.01.2015 10:00 - 02.01.2015 10:15 (CET/CEST)","484"
"Germany (DE)","02.01.2015 10:15 - 02.01.2015 10:30 (CET/CEST)","604"
"Germany (DE)","02.01.2015 10:30 - 02.01.2015 10:45 (CET/CEST)","724"
"Germany (DE)","02.01.2015 10:45 - 02.01.2015 11:00 (CET/CEST)","855"
"Germany (DE)","02.01.2015 11:00 - 02.01.2015 11:15 (CET/CEST)","987"
"Germany (DE)","02.01.2015 11:15 - 02.01.2015 11:30 (CET/CEST)","1170"
"Germany (DE)","02.01.2015 11:30 - 02.01.2015 11:45 (CET/CEST)","1346"
"Germany (DE)","02.01.2015 11:45 - 02.01.2015 12:00 (CET/CEST)","1547"
"Germany (DE)","02.01.2015 12:00 - 02.01.2015 12:15 (CET/CEST)","1655"
"Germany (DE)","02.01.2015 12:15 - 02.01.2015 12:30 (CET/CEST)","1687"
"Germany (DE)","02.01.2015 12:30 - 02.01.2015 12:45 (CET/CEST)","1755"
"Germany (DE)","02.01.2015 12:45 - 02.01.2015 13:00 (CET/CEST)","1807"
"Germany (DE)","02.01.2015 13:00 - 02.01.2015 13:15 (CET/CEST)","1897"
"Germany (DE)","02.01.2015 13:15 - 02.01.2015 13:30 (CET/CEST)","1949"
"Germany (DE)","02.01.2015 13:30 - 02.01.2015 13:45 (CET/CEST)","1938"
"Germany (DE)","02.01.2015 13:45 - 02.01.2015 14:00 (CET/CEST)","1813"
"Germany (DE)","02.01.2015 14:00 - 02.01.2015 14:15 (CET/CEST)","1639"
"Germany (DE)","02.01.2015 14:15 - 02.01.2015 14:30 (CET/CEST)","1446"
"Germany (DE)","02.01.2015 14:30 - 02.01.2015 14:45 (CET/CEST)","1254"
"Germany (DE)","02.01.2015 14:45 - 02.01.2015 15:00 (CET/CEST)","1070"
"Germany (DE)","02.01.2015 15:00 - 02.01.2015 15:15 (CET/CEST)","845"
"Germany (DE)","02.01.2015 15:15 - 02.01.2015 15:30 (CET/CEST)","597"
"Germany (DE)","02.01.2015 15:30 - 02.01.2015 15:45 (CET/CEST)","400"
"Germany (DE)","02.01.2015 15:45 - 02.01.2015 16:00 (CET/CEST)","223"
"Germany (DE)","02.01.2015 16:00 - 02.01.2015 16:15 (CET/CEST)","104"
"Germany (DE)","02.01.2015 16:15 - 02.01.2015 16:30 (CET/CEST)","46"
"Germany (DE)","02.01.2015 16:30 - 02.01.2015 16:45 (CET/CEST)","24"
"Germany (DE)","02.01.2015 16:45 - 02.01.2015 17:00 (CET/CEST)","8"
"Germany (DE)","02.01.2015 17:00 - 02.01.2015 17:15 (CET/CEST)","0"
"Germany (DE)","02.01.2015 17:15 - 02.01.2015 17:30 (CET/CEST)","0"
"Germany (DE)","02.01.2015 17:30 - 02.01.2015 17:45 (CET/CEST)","0"
"Germany (DE)","02.01.2015 17:45 - 02.01.2015 18:00 (CET/CEST)","0"
"Germany (DE)","02.01.2015 18:00 - 02.01.2015 18:15 (CET/CEST)","0"
"Germany (DE)","02.01.2015 18:15 - 02.01.2015 18:30 (CET/CEST)","0"
"Germany (DE)","02.01.2015 18:30 - 02.01.2015 18:45 (CET/CEST)","0"
"Germany (DE)","02.01.2015 18:45 - 02.01.2015 19:00 (CET/CEST)","0"
"Germany (DE)","02.01.2015 19:00 - 02.01.2015 19:15 (CET/CEST)","0"
"Germany (DE)","02.01.2015 19:15 - 02.01.2015 19:30 (CET/CEST)","0"
"Germany (DE)","02.01.2015 19:30 - 02.01.2015 19:45 (CET/CEST)","0"
"Germany (DE)","02.01.2015 19:45 - 02.01.2015 20:00 (CET/CEST)","0"
"Germany (DE)","02.01.2015 20:00 - 02.01.2015 20:15 (CET/CEST)","0"
"Germany (DE)","02.01.2015 20:15 - 02.01.2015 20:30 (CET/CEST)","0"
"Germany (DE)","02.01.2015 20:30 - 02.01.2015 20:45 (CET/CEST)","0"
"Germany (DE)","02.01.2015 20:45 - 02.01.2015 21:00 (CET/CEST)","0"
"Germany (DE)","02.01.2015 21:00 - 02.01.2015 21:15 (CET/CEST)","0"
"Germany (DE)","02.01.2015 21:15 - 02.01.2015 21:30 (CET/CEST)","0"
"Germany (DE)","02.01.2015 21:30 - 02.01.2015 21:45 (CET/CEST)","0"
"Germany (DE)","02.01.2015 21:45 - 02.01.2015 22:00 (CET/CEST)","0"
"Germany (DE)","02.01.2015 22:00 - 02.01.2015 22:15 (CET/CEST)","0"
"Germany (DE)","02.01.2015 22:15 - 02.01.2015 22:30 (CET/CEST)","0"
"Germany (DE)","02.01.2015 22:30 - 02.01.2015 22:45 (CET/CEST)","0"
"Germany (DE)","02.01.2015 22:45 - 02.01.2015 23:00 (CET/CEST)","0"
"Germany (DE)","02.01.2015 23:00 - 02.01.2015 23:15 (CET/CEST)","0"
"Germany (DE)","02.01.2015 23:15 - 02.01.2015 23:30 (CET/CEST)","0"
"Germany (DE)","02.01.2015 23:30 - 02.01.2015 23:45 (CET/CEST)","0"
"Germany (DE)","02.01.2015 23:45 - 03.01.2015 00:00 (CET/CEST)","0"
"Germany (DE)","03.01.2015 00:00 - 03.01.2015 00:15 (CET/CEST)","0"
"Germany (DE)","03.01.2015 00:15 - 03.01.2015 00:30 (CET/CEST)","0"
"Germany (DE)","03.01.2015 00:30 - 03.01.2015 00:45 (CET/CEST)","0"
"Germany (DE)","03.01.2015 00:45 - 03.01.2015 01:00 (CET/CEST)","0"
"Germany (DE)","03.01.2015 01:00 - 03.01.2015 01:15 (CET/CEST)","0"
"Germany (DE)","03.01.2015 01:15 - 03.01.2015 01:30 (CET/CEST)","0"
"Germany (DE)","03.01.2015 01:30 - 03.01.2015 01:45 (CET/CEST)","0"
"Germany (DE)","03.01.2015 01:45 - 03.01.2015 02:00 (CET/CEST)","0"
"Germany (DE)","03.01.2015 02:00 - 03.01.2015 02:15 (CET/CEST)","0"
"Germany (DE)","03.01.2015 02:15 - 03.01.2015 02:30 (CET/CEST)","0"
"Germany (DE)","03.01.2015 02:30 - 03.01.2015 02:45 (CET/CEST)","0"
"Germany (DE)","03.01.2015 02:45 - 03.01.2015 03:00 (CET/CEST)","0"
"Germany (DE)","03.01.2015 03:00 - 03.01.2015 03:15 (CET/CEST)","0"
"Germany (DE)","03.01.2015 03:15 - 03.01.2015 03:30 (CET/CEST)","0"
"Germany (DE)","03.01.2015 03:30 - 03.01.2015 03:45 (CET/CEST)","0"
"Germany (DE)","03.01.2015 03:45 - 03.01.2015 04:00 (CET/CEST)","0"
"Germany (DE)","03.01.2015 04:00 - 03.01.2015 04:15 (CET/CEST)","0"
"Germany (DE)","03.01.2015 04:15 - 03.01.2015 04:30 (CET/CEST)","0"
"Germany (DE)","03.01.2015 04:30 - 03.01.2015 04:45 (CET/CEST)","0"
"Germany (DE)","03.01.2015 04:45 - 03.01.2015 05:00 (CET/CEST)","0"
"Germany (DE)","03.01.2015 05:00 - 03.01.2015 05:15 (CET/CEST)","0"
"Germany (DE)","03.01.2015 05:15 - 03.01.2015 05:30 (CET/CEST)","0"
"Germany (DE)","03.01.2015 05:30 - 03.01.2015 05:45 (CET/CEST)","0"
"Germany (DE)","03.01.2015 05:45 - 03.01.2015 06:00 (CET/CEST)","0"
"Germany (DE)","03.01.2015 06:00 - 03.01.2015 06:15 (CET/CEST)","0"
"Germany (DE)","03.01.2015 06:15 - 03.01.2015 06:30 (CET/CEST)","0"
"Germany (DE)","03.01.2015 06:30 - 03.01.2015 06:45 (CET/CEST)","0"
"Germany (DE)","03.01.2015 06:45 - 03.01.2015 07:00 (CET/CEST)","0"
"Germany (DE)","03.01.2015 07:00 - 03.01.2015 07:15 (CET/CEST)","0"
"Germany (DE)","03.01.2015 07:15 - 03.01.2015 07:30 (CET/CEST)","0"
"Germany (DE)","03.01.2015 07:30 - 03.01.2015 07:45 (CET/CEST)","0"
"Germany (DE)","03.01.2015 07:45 - 03.01.2015 08:00 (CET/CEST)","0"
"Germany (DE)","03.01.2015 08:00 - 03.01.2015 08:15 (CET/CEST)","1"
"Germany (DE)","03.01.2015 08:15 - 03.01.2015 08:30 (CET/CEST)","27"
"Germany (DE)","03.01.2015 08:30 - 03.01.2015 08:45 (CET/CEST)","88"
"Germany (DE)","03.01.2015 08:45 - 03.01.2015 09:00 (CET/CEST)","178"
"Germany (DE)","03.01.2015 09:00 - 03.01.2015 09:15 (CET/CEST)","326"
"Germany (DE)","03.01.2015 09:15 - 03.01.2015 09:30 (CET/CEST)","519"
"Germany (DE)","03.01.2015 09:30 - 03.01.2015 09:45 (CET/CEST)","709"
"Germany (DE)","03.01.2015 09:45 - 03.01.2015 10:00 (CET/CEST)","878"
"Germany (DE)","03.01.2015 10:00 - 03.01.2015 10:15 (CET/CEST)","1056"
"Germany (DE)","03.01.2015 10:15 - 03.01.2015 10:30 (CET/CEST)","1215"
"Germany (DE)","03.01.2015 10:30 - 03.01.2015 10:45 (CET/CEST)","1353"
"Germany (DE)","03.01.2015 10:45 - 03.01.2015 11:00 (CET/CEST)","1490"
"Germany (DE)","03.01.2015 11:00 - 03.01.2015 11:15 (CET/CEST)","1639"
"Germany (DE)","03.01.2015 11:15 - 03.01.2015 11:30 (CET/CEST)","1716"
"Germany (DE)","03.01.2015 11:30 - 03.01.2015 11:45 (CET/CEST)","1725"
"Germany (DE)","03.01.2015 11:45 - 03.01.2015 12:00 (CET/CEST)","1720"
"Germany (DE)","03.01.2015 12:00 - 03.01.2015 12:15 (CET/CEST)","1725"
"Germany (DE)","03.01.2015 12:15 - 03.01.2015 12:30 (CET/CEST)","1644"
"Germany (DE)","03.01.2015 12:30 - 03.01.2015 12:45 (CET/CEST)","1592"
"Germany (DE)","03.01.2015 12:45 - 03.01.2015 13:00 (CET/CEST)","1509"
"Germany (DE)","03.01.2015 13:00 - 03.01.2015 13:15 (CET/CEST)","1400"
"Germany (DE)","03.01.2015 13:15 - 03.01.2015 13:30 (CET/CEST)","1227"
"Germany (DE)","03.01.2015 13:30 - 03.01.2015 13:45 (CET/CEST)","1074"
"Germany (DE)","03.01.2015 13:45 - 03.01.2015 14:00 (CET/CEST)","919"
"Germany (DE)","03.01.2015 14:00 - 03.01.2015 14:15 (CET/CEST)","765"
"Germany (DE)","03.01.2015 14:15 - 03.01.2015 14:30 (CET/CEST)","639"
"Germany (DE)","03.01.2015 14:30 - 03.01.2015 14:45 (CET/CEST)","526"
"Germany (DE)","03.01.2015 14:45 - 03.01.2015 15:00 (CET/CEST)","416"
"Germany (DE)","03.01.2015 15:00 - 03.01.2015 15:15 (CET/CEST)","302"
"Germany (DE)","03.01.2015 15:15 - 03.01.2015 15:30 (CET/CEST)","226"
"Germany (DE)","03.01.2015 15:30 - 03.01.2015 15:45 (CET/CEST)","161"
"Germany (DE)","03.01.2015 15:45 - 03.01.2015 16:00 (CET/CEST)","89"
"Germany (DE)","03.01.2015 16:00 - 03.01.2015 16:15 (CET/CEST)","41"
"Germany (DE)","03.01.2015 16:15 - 03.01.2015 16:30 (CET/CEST)","22"
"Germany (DE)","03.01.2015 16:30 - 03.01.2015 16:45 (CET/CEST)","15"
"Germany (DE)","03.01.2015 16:45 - 03.01.2015 17:00 (CET/CEST)","7"
"Germany (DE)","03.01.2015 17:00 - 03.01.2015 17:15 (CET/CEST)","0"
"Germany (DE)","03.01.2015 17:15 - 03.01.2015 17:30 (CET/CEST)","0"
"Germany (DE)","03.01.2015 17:30 - 03.01.2015 17:45 (CET/CEST)","0"
"Germany (DE)","03.01.2015 17:45 - 03.01.2015 18:00 (CET/CEST)","0"
"Germany (DE)","03.01.2015 18:00 - 03.01.2015 18:15 (CET/CEST)","0"
"Germany (DE)","03.01.2015 18:15 - 03.01.2015 18:30 (CET/CEST)","0"
"Germany (DE)","03.01.2015 18:30 - 03.01.2015 18:45 (CET/CEST)","0"
"Germany (DE)","03.01.2015 18:45 - 03.01.2015 19:00 (CET/CEST)","0"
"Germany (DE)","03.01.2015 19:00 - 03.01.2015 19:15 (CET/CEST)","0"
"Germany (DE)","03.01.2015 19:15 - 03.01.2015 19:30 (CET/CEST)","0"
"Germany (DE)","03.01.2015 19:30 - 03.01.2015 19:45 (CET/CEST)","0"
"Germany (DE)","03.01.2015 19:45 - 03.01.2015 20:00 (CET/CEST)","0"
"Germany (DE)","03.01.2015 20:00 - 03.01.2015 20:15 (CET/CEST)","0"
"Germany (DE)","03.01.2015 20:15 - 03.01.2015 20:30 (CET/CEST)","0"
"Germany (DE)","03.01.2015 20:30 - 03.01.2015 20:45 (CET/CEST)","0"
"Germany (DE)","03.01.2015 20:45 - 03.01.2015 21:00 (CET/CEST)","0"
"Germany (DE)","03.01.2015 21:00 - 03.01.2015 21:15 (CET/CEST)","0"
"Germany (DE)","03.01.2015 21:15 - 03.01.2015 21:30 (CET/CEST)","0"
"Germany (DE)","03.01.2015 21:30 - 03.01.2015 21:45 (CET/CEST)","0"
"Germany (DE)","03.01.2015 21:45 - 03.01.2015 22:00 (CET/CEST)","0"
"Germany (DE)","03.01.2015 22:00 - 03.01.2015 22:15 (CET/CEST)","0"
"Germany (DE)","03.01.2015 22:15 - 03.01.2015 22:30 (CET/CEST)","0"
"Germany (DE)","03.01.2015 22:30 - 03.01.2015 22:45 (CET/CEST)","0"
"Germany (DE)","03.01.2015 22:45 - 03.01.2015 23:00 (CET/CEST)","0"
"Germany (DE)","03.01.2015 23:00 - 03.01.2015 23:15 (CET/CEST)","0"
"Germany (DE)","03.01.2015 23:15 - 03.01.2015 23:30 (CET/CEST)","0"
"Germany (DE)","03.01.2015 23:30 - 03.01.2015 23:45 (CET/CEST)","0"
"Germany (DE)","03.01.2015 23:45 - 04.01.2015 00:00 (CET/CEST)","0"
"Germany (DE)","04.01.2015 00:00 - 04.01.2015 00:15 (CET/CEST)","0"
"Germany (DE)","04.01.2015 00:15 - 04.01.2015 00:30 (CET/CEST)","0"
"Germany (DE)","04.01.2015 00:30 - 04.01.2015 00:45 (CET/CEST)","0"
"Germany (DE)","04.01.2015 00:45 - 04.01.2015 01:00 (CET/CEST)","0"
"Germany (DE)","04.01.2015 01:00 - 04.01.2015 01:15 (CET/CEST)","0"
"Germany (DE)","04.01.2015 01:15 - 04.01.2015 01:30 (CET/CEST)","0"
"Germany (DE)","04.01.2015 01:30 - 04.01.2015 01:45 (CET/CEST)","0"
"Germany (DE)","04.01.2015 01:45 - 04.01.2015 02:00 (CET/CEST)","0"
"Germany (DE)","04.01.2015 02:00 - 04.01.2015 02:15 (CET/CEST)","0"
"Germany (DE)","04.01.2015 02:15 - 04.01.2015 02:30 (CET/CEST)","0"
"Germany (DE)","04.01.2015 02:30 - 04.01.2015 02:45 (CET/CEST)","0"
"Germany (DE)","04.01.2015 02:45 - 04.01.2015 03:00 (CET/CEST)","0"
"Germany (DE)","04.01.2015 03:00 - 04.01.2015 03:15 (CET/CEST)","0"
"Germany (DE)","04.01.2015 03:15 - 04.01.2015 03:30 (CET/CEST)","0"
"Germany (DE)","04.01.2015 03:30 - 04.01.2015 03:45 (CET/CEST)","0"
"Germany (DE)","04.01.2015 03:45 - 04.01.2015 04:00 (CET/CEST)","0"
"Germany (DE)","04.01.2015 04:00 - 04.01.2015 04:15 (CET/CEST)","0"
"Germany (DE)","04.01.2015 04:15 - 04.01.2015 04:30 (CET/CEST)","0"
"Germany (DE)","04.01.2015 04:30 - 04.01.2015 04:45 (CET/CEST)","0"
"Germany (DE)","04.01.2015 04:45 - 04.01.2015 05:00 (CET/CEST)","0"
