"Area","MTU","Solar  - Actual Aggregated [MW]"
"Germany (DE)","01.01.2016 23:30 - 01.01.2016 23:45 (CET/CEST)","0"
"Germany (DE)","01.01.2016 23:45 - 02.01.2016 00:00 (CET/CEST)","0"
"Germany (DE)","02.01.2016 00:00 - 02.01.2016 00:15 (CET/CEST)","0"
"Germany (DE)","02.01.2016 00:15 - 02.01.2016 00:30 (CET/CEST)","0"
"Germany (DE)","02.01.2016 00:30 - 02.01.2016 00:45 (CET/CEST)","0"
"Germany (DE)","02.01.2016 00:45 - 02.01.2016 01:00 (CET/CEST)","0"
"Germany (DE)","02.01.2016 01:00 - 02.01.2016 01:15 (CET/CEST)","0"
"Germany (DE)","02.01.2016 01:15 - 02.01.2016 01:30 (CET/CEST)","0"
"Germany (DE)","02.01.2016 01:30 - 02.01.2016 01:45 (CET/CEST)","0"
"Germany (DE)","02.01.2016 01:45 - 02.01.2016 02:00 (CET/CEST)","0"
"Germany (DE)","02.01.2016 02:00 - 02.01.2016 02:15 (CET/CEST)","0"
"Germany (DE)","02.01.2016 02:15 - 02.01.2016 02:30 (CET/CEST)","0"
"Germany (DE)","02.01.2016 02:30 - 02.01.2016 02:45 (CET/CEST)","0"
"Germany (DE)","02.01.2016 02:45 - 02.01.2016 03:00 (CET/CEST)","0"
"Germany (DE)","02.01.2016 03:00 - 02.01.2016 03:15 (CET/CEST)","0"
"Germany (DE)","02.01.2016 03:15 - 02.01.2016 03:30 (CET/CEST)","0"
"Germany (DE)","02.01.2016 03:30 - 02.01.2016 03:45 (CET/CEST)","0"
"Germany (DE)","02.01.2016 03:45 - 02.01.2016 04:00 (CET/CEST)","0"
"Germany (DE)","02.01.2016 04:00 - 02.01.2016 04:15 (CET/CEST)","0"
"Germany (DE)","02.01.2016 04:15 - 02.01.2016 04:30 (CET/CEST)","0"
"Germany (DE)","02.01.2016 04:30 - 02.01.2016 04:45 (CET/CEST)","0"
"Germany (DE)","02.01.2016 04:45 - 02.01.2016 05:00 (CET/CEST)","0"
"Germany (DE)","02.01.2016 05:00 - 02.01.2016 05:15 (CET/CEST)","0"
"Germany (DE)","02.01.2016 05:15 - 02.01.2016 05:30 (CET/CEST)","0"
"Germany (DE)","02.01.2016 05:30 - 02.01.2016 05:45 (CET/CEST)","0"
"Germany (DE)","02.01.2016 05:45 - 02.01.2016 06:00 (CET/CEST)","0"
"Germany (DE)","02.01.2016 06:00 - 02.01.2016 06:15 (CET/CEST)","0"
"Germany (DE)","02.01.2016 06:15 - 02.01.2016 06:30 (CET/CEST)","0"
"Germany (DE)","02.01.2016 06:30 - 02.01.2016 06:45 (CET/CEST)","0"
"Germany (DE)","02.01.2016 06:45 - 02.01.2016 07:00 (CET/CEST)","0"
"Germany (DE)","02.01.2016 07:00 - 02.01.2016 07:15 (CET/CEST)","0"
"Germany (DE)","02.01.2016 07:15 - 02.01.2016 07:30 (CET/CEST)","0"
"Germany (DE)","02.01.2016 07:30 - 02.01.2016 07:45 (CET/CEST)","0"
"Germany (DE)","02.01.2016 07:45 - 02.01.2016 08:00 (CET/CEST)","0"
"Germany (DE)","02.01.2016 08:00 - 02.01.2016 08:15 (CET/CEST)","3"
"Germany (DE)","02.01.2016 08:15 - 02.01.2016 08:30 (CET/CEST)","30"
"Germany (DE)","02.01.2016 08:30 - 02.01.2016 08:45 (CET/CEST)","125"
"Germany (DE)","02.01.2016 08:45 - 02.01.2016 09:00 (CET/CEST)","262"
"Germany (DE)","02.01.2016 09:00 - 02.01.2016 09:15 (CET/CEST)","390"
"Germany (DE)","02.01.2016 09:15 - 02.01.2016 09:30 (CET/CEST)","530"
"Germany (DE)","02.01.2016 09:30 - 02.01.2016 09:45 (CET/CEST)","651"
"Germany (DE)","02.01.2016 09:45 - 02.01.2016 10:00 (CET/CEST)","859"
"Germany (DE)","02.01.2016 10:00 - 02.01.2016 10:15 (CET/CEST)","1067"
"Germany (DE)","02.01.2016 10:15 - 02.01.2016 10:30 (CET/CEST)","1281"
"Germany (DE)","02.01.2016 10:30 - 02.01.2016 10:45 (CET/CEST)","1476"
"Germany (DE)","02.01.2016 10:45 - 02.01.2016 11:00 (CET/CEST)","1640"
"Germany (DE)","02.01.2016 11:00 - 02.01.2016 11:15 (CET/CEST)","1757"
"Germany (DE)","02.01.2016 11:15 - 02.01.2016 11:30 (CET/CEST)","1870"
"Germany (DE)","02.01.2016 11:30 - 02.01.2016 11:45 (CET/CEST)","1929"
"Germany (DE)","02.01.2016 11:45 - 02.01.2016 12:00 (CET/CEST)","1996"
"Germany (DE)","02.01.2016 12:00 - 02.01.2016 12:15 (CET/CEST)","1986"
"Germany (DE)","02.01.2016 12:15 - 02.01.2016 12:30 (CET/CEST)","2059"
"Germany (DE)","02.01.2016 12:30 - 02.01.2016 12:45 (CET/CEST)","2126"
"Germany (DE)","02.01.2016 12:45 - 02.01.2016 13:00 (CET/CEST)","2071"
"Germany (DE)","02.01.2016 13:00 - 02.01.2016 13:15 (CET/CEST)","1986"
"Germany (DE)","02.01.2016 13:15 - 02.01.2016 13:30 (CET/CEST)","1930"
"Germany (DE)","02.01.2016 13:30 - 02.01.2016 13:45 (CET/CEST)","1865"
"Germany (DE)","02.01.2016 13:45 - 02.01.2016 14:00 (CET/CEST)","1696"
"Germany (DE)","02.01.2016 14:00 - 02.01.2016 14:15 (CET/CEST)","1529"
"Germany (DE)","02.01.2016 14:15 - 02.01.2016 14:30 (CET/CEST)","1301"
"Germany (DE)","02.01.2016 14:30 - 02.01.2016 14:45 (CET/CEST)","1037"
"Germany (DE)","02.01.2016 14:45 - 02.01.2016 15:00 (CET/CEST)","794"
"Germany (DE)","02.01.2016 15:00 - 02.01.2016 15:15 (CET/CEST)","609"
"Germany (DE)","02.01.2016 15:15 - 02.01.2016 15:30 (CET/CEST)","441"
"Germany (DE)","02.01.2016 15:30 - 02.01.2016 15:45 (CET/CEST)","273"
"Germany (DE)","02.01.2016 15:45 - 02.01.2016 16:00 (CET/CEST)","137"
"Germany (DE)","02.01.2016 16:00 - 02.01.2016 16:15 (CET/CEST)","52"
"Germany (DE)","02.01.2016 16:15 - 02.01.2016 16:30 (CET/CEST)","13"
"Germany (DE)","02.01.2016 16:30 - 02.01.2016 16:45 (CET/CEST)","3"
"Germany (DE)","02.01.2016 16:45 - 02.01.2016 17:00 (CET/CEST)","0"
"Germany (DE)","02.01.2016 17:00 - 02.01.2016 17:15 (CET/CEST)","0"
"Germany (DE)","02.01.2016 17:15 - 02.01.2016 17:30 (CET/CEST)","0"
"Germany (DE)","02.01.2016 17:30 - 02.01.2016 17:45 (CET/CEST)","0"
"Germany (DE)","02.01.2016 17:45 - 02.01.2016 18:00 (CET/CEST)","0"
"Germany (DE)","02.01.2016 18:00 - 02.01.2016 18:15 (CET/CEST)","0"
"Germany (DE)","02.01.2016 18:15 - 02.01.2016 18:30 (CET/CEST)","0"
"Germany (DE)","02.01.2016 18:30 - 02.01.2016 18:45 (CET/CEST)","0"
"Germany (DE)","02.01.2016 18:45 - 02.01.2016 19:00 (CET/CEST)","0"
"Germany (DE)","02.01.2016 19:00 - 02.01.2016 19:15 (CET/CEST)","0"
"Germany (DE)","02.01.2016 19:15 - 02.01.2016 19:30 (CET/CEST)","0"
"Germany (DE)","02.01.2016 19:30 - 02.01.2016 19:45 (CET/CEST)","0"
"Germany (DE)","02.01.2016 19:45 - 02.01.2016 20:00 (CET/CEST)","0"
"Germany (DE)","02.01.2016 20:00 - 02.01.2016 20:15 (CET/CEST)","0"
"Germany (DE)","02.01.2016 20:15 - 02.01.2016 20:30 (CET/CEST)","0"
"Germany (DE)","02.01.2016 20:30 - 02.01.2016 20:45 (CET/CEST)","0"
"Germany (DE)","02.01.2016 20:45 - 02.01.2016 21:00 (CET/CEST)","0"
"Germany (DE)","02.01.2016 21:00 - 02.01.2016 21:15 (CET/CEST)","0"
"Germany (DE)","02.01.2016 21:15 - 02.01.2016 21:30 (CET/CEST)","0"
"Germany (DE)","02.01.2016 21:30 - 02.01.2016 21:45 (CET/CEST)","0"
"Germany (DE)","02.01.2016 21:45 - 02.01.2016 22:00 (CET/CEST)","0"
"Germany (DE)","02.01.2016 22:00 - 02.01.2016 22:15 (CET/CEST)","0"
"Germany (DE)","02.01.2016 22:15 - 02.01.2016 22:30 (CET/CEST)","0"
"Germany (DE)","02.01.2016 22:30 - 02.01.2016 22:45 (CET/CEST)","0"
"Germany (DE)","02.01.2016 22:45 - 02.01.2016 23:00 (CET/CEST)","0"
"Germany (DE)","02.01.2016 23:00 - 02.01.2016 23:15 (CET/CEST)","0"
"Germany (DE)","02.01.2016 23:15 - 02.01.2016 23:30 (CET/CEST)","0"
"Germany (DE)","02.01.2016 23:30 - 02.01.2016 23:45 (CET/CEST)","0"
"Germany (DE)","02.01.2016 23:45 - 03.01.2016 00:00 (CET/CEST)","0"
"Germany (DE)","03.01.2016 00:00 - 03.01.2016 00:15 (CET/CEST)","0"
"Germany (DE)","03.01.2016 00:15 - 03.01.2016 00:30 (CET/CEST)","0"
"Germany (DE)","03.01.2016 00:30 - 03.01.2016 00:45 (CET/CEST)","0"
"Germany (DE)","03.01.2016 00:45 - 03.01.2016 01:00 (CET/CEST)","0"
"Germany (DE)","03.01.2016 01:00 - 03.01.2016 01:15 (CET/CEST)","0"
"Germany (DE)","03.01.2016 01:15 - 03.01.2016 01:30 (CET/CEST)","0"
"Germany (DE)","03.01.2016 01:30 - 03.01.2016 01:45 (CET/CEST)","0"
"Germany (DE)","03.01.2016 01:45 - 03.01.2016 02:00 (CET/CEST)","0"
"Germany (DE)","03.01.2016 02:00 - 03.01.2016 02:15 (CET/CEST)","0"
"Germany (DE)","03.01.2016 02:15 - 03.01.2016 02:30 (CET/CEST)","0"
"Germany (DE)","03.01.2016 02:30 - 03.01.2016 02:45 (CET/CEST)","0"
"Germany (DE)","03.01.2016 02:45 - 03.01.2016 03:00 (CET/CEST)","0"
"Germany (DE)","03.01.2016 03:00 - 03.01.2016 03:15 (CET/CEST)","0"
"Germany (DE)","03.01.2016 03:15 - 03.01.2016 03:30 (CET/CEST)","0"
"Germany (DE)","03.01.2016 03:30 - 03.01.2016 03:45 (CET/CEST)","0"
"Germany (DE)","03.01.2016 03:45 - 03.01.2016 04:00 (CET/CEST)","0"
"Germany (DE)","03.01.2016 04:00 - 03.01.2016 04:15 (CET/CEST)","0"
"Germany (DE)","03.01.2016 04:15 - 03.01.2016 04:30 (CET/CEST)","0"
"Germany (DE)","03.01.2016 04:30 - 03.01.2016 04:45 (CET/CEST)","0"
"Germany (DE)","03.01.2016 04:45 - 03.01.2016 05:00 (CET/CEST)","0"
"Germany (DE)","03.01.2016 05:00 - 03.01.2016 05:15 (CET/CEST)","0"
"Germany (DE)","03.01.2016 05:15 - 03.01.2016 05:30 (CET/CEST)","0"
"Germany (DE)","03.01.2016 05:30 - 03.01.2016 05:45 (CET/CEST)","0"
"Germany (DE)","03.01.2016 05:45 - 03.01.2016 06:00 (CET/CEST)","0"
"Germany (DE)","03.01.2016 06:00 - 03.01.2016 06:15 (CET/CEST)","0"
"Germany (DE)","03.01.2016 06:15 - 03.01.2016 06:30 (CET/CEST)","0"
"Germany (DE)","03.01.2016 06:30 - 03.01.2016 06:45 (CET/CEST)","0"
"Germany (DE)","03.01.2016 06:45 - 03.01.2016 07:00 (CET/CEST)","0"
"Germany (DE)","03.01.2016 07:00 - 03.01.2016 07:15 (CET/CEST)","0"
"Germany (DE)","03.01.2016 07:15 - 03.01.2016 07:30 (CET/CEST)","0"
"Germany (DE)","03.01.2016 07:30 - 03.01.2016 07:45 (CET/CEST)","0"
"Germany (DE)","03.01.2016 07:45 - 03.01.2016 08:00 (CET/CEST)","0"
"Germany (DE)","03.01.2016 08:00 - 03.01.2016 08:15 (CET/CEST)","5"
"Germany (DE)","03.01.2016 08:15 - 03.01.2016 08:30 (CET/CEST)","25"
"Germany (DE)","03.01.2016 08:30 - 03.01.2016 08:45 (CET/CEST)","73"
"Germany (DE)","03.01.2016 08:45 - 03.01.2016 09:00 (CET/CEST)","159"
"Germany (DE)","03.01.2016 09:00 - 03.01.2016 09:15 (CET/CEST)","321"
"Germany (DE)","03.01.2016 09:15 - 03.01.2016 09:30 (CET/CEST)","515"
"Germany (DE)","03.01.2016 09:30 - 03.01.2016 09:45 (CET/CEST)","731"
"Germany (DE)","03.01.2016 09:45 - 03.01.2016 10:00 (CET/CEST)","986"
"Germany (DE)","03.01.2016 10:00 - 03.01.2016 10:15 (CET/CEST)","1226"
"Germany (DE)","03.01.2016 10:15 - 03.01.2016 10:30 (CET/CEST)","1496"
"Germany (DE)","03.01.2016 10:30 - 03.01.2016 10:45 (CET/CEST)","1793"
"Germany (DE)","03.01.2016 10:45 - 03.01.2016 11:00 (CET/CEST)","2075"
"Germany (DE)","03.01.2016 11:00 - 03.01.2016 11:15 (CET/CEST)","2321"
"Germany (DE)","03.01.2016 11:15 - 03.01.2016 11:30 (CET/CEST)","2542"
"Germany (DE)","03.01.2016 11:30 - 03.01.2016 11:45 (CET/CEST)","2737"
"Germany (DE)","03.01.2016 11:45 - 03.01.2016 12:00 (CET/CEST)","2862"
"Germany (DE)","03.01.2016 12:00 - 03.01.2016 12:15 (CET/CEST)","2967"
"Germany (DE)","03.01.2016 12:15 - 03.01.2016 12:30 (CET/CEST)","3040"
"Germany (DE)","03.01.2016 12:30 - 03.01.2016 12:45 (CET/CEST)","3002"
"Germany (DE)","03.01.2016 12:45 - 03.01.2016 13:00 (CET/CEST)","3140"
"Germany (DE)","03.01.2016 13:00 - 03.01.2016 13:15 (CET/CEST)","3046"
"Germany (DE)","03.01.2016 13:15 - 03.01.2016 13:30 (CET/CEST)","2973"
"Germany (DE)","03.01.2016 13:30 - 03.01.2016 13:45 (CET/CEST)","2832"
"Germany (DE)","03.01.2016 13:45 - 03.01.2016 14:00 (CET/CEST)","2682"
"Germany (DE)","03.01.2016 14:00 - 03.01.2016 14:15 (CET/CEST)","2357"
"Germany (DE)","03.01.2016 14:15 - 03.01.2016 14:30 (CET/CEST)","2021"
"Germany (DE)","03.01.2016 14:30 - 03.01.2016 14:45 (CET/CEST)","1688"
"Germany (DE)","03.01.2016 14:45 - 03.01.2016 15:00 (CET/CEST)","1368"
"Germany (DE)","03.01.2016 15:00 - 03.01.2016 15:15 (CET/CEST)","1040"
"Germany (DE)","03.01.2016 15:15 - 03.01.2016 15:30 (CET/CEST)","754"
"Germany (DE)","03.01.2016 15:30 - 03.01.2016 15:45 (CET/CEST)","500"
"Germany (DE)","03.01.2016 15:45 - 03.01.2016 16:00 (CET/CEST)","285"
"Germany (DE)","03.01.2016 16:00 - 03.01.2016 16:15 (CET/CEST)","119"
"Germany (DE)","03.01.2016 16:15 - 03.01.2016 16:30 (CET/CEST)","44"
"Germany (DE)","03.01.2016 16:30 - 03.01.2016 16:45 (CET/CEST)","4"
"Germany (DE)","03.01.2016 16:45 - 03.01.2016 17:00 (CET/CEST)","0"
"Germany (DE)","03.01.2016 17:00 - 03.01.2016 17:15 (CET/CEST)","0"
"Germany (DE)","03.01.2016 17:15 - 03.01.2016 17:30 (CET/CEST)","0"
"Germany (DE)","03.01.2016 17:30 - 03.01.2016 17:45 (CET/CEST)","0"
"Germany (DE)","03.01.2016 17:45 - 03.01.2016 18:00 (CET/CEST)","0"
"Germany (DE)","03.01.2016 18:00 - 03.01.2016 18:15 (CET/CEST)","0"
"Germany (DE)","03.01.2016 18:15 - 03.01.2016 18:30 (CET/CEST)","0"
"Germany (DE)","03.01.2016 18:30 - 03.01.2016 18:45 (CET/CEST)","0"
"Germany (DE)","03.01.2016 18:45 - 03.01.2016 19:00 (CET/CEST)","0"
"Germany (DE)","03.01.2016 19:00 - 03.01.2016 19:15 (CET/CEST)","0"
"Germany (DE)","03.01.2016 19:15 - 03.01.2016 19:30 (CET/CEST)","0"
"Germany (DE)","03.01.2016 19:30 - 03.01.2016 19:45 (CET/CEST)","0"
"Germany (DE)","03.01.2016 19:45 - 03.01.2016 20:00 (CET/CEST)","0"
"Germany (DE)","03.01.2016 20:00 - 03.01.2016 20:15 (CET/CEST)","0"
"Germany (DE)","03.01.2016 20:15 - 03.01.2016 20:30 (CET/CEST)","0"
"Germany (DE)","03.01.2016 20:30 - 03.01.2016 20:45 (CET/CEST)","0"
"Germany (DE)","03.01.2016 20:45 - 03.01.2016 21:00 (CET/CEST)","0"
"Germany (DE)","03.01.2016 21:00 - 03.01.2016 21:15 (CET/CEST)","0"
"Germany (DE)","03.01.2016 21:15 - 03.01.2016 21:30 (CET/CEST)","0"
"Germany (DE)","03.01.2016 21:30 - 03.01.2016 21:45 (CET/CEST)","0"
"Germany (DE)","03.01.2016 21:45 - 03.01.2016 22:00 (CET/CEST)","0"
"Germany (DE)","03.01.2016 22:00 - 03.01.2016 22:15 (CET/CEST)","0"
"Germany (DE)","03.01.2016 22:15 - 03.01.2016 22:30 (CET/CEST)","0"
"Germany (DE)","03.01.2016 22:30 - 03.01.2016 22:45 (CET/CEST)","0"
"Germany (DE)","03.01.2016 22:45 - 03.01.2016 23:00 (CET/CEST)","0"
"Germany (DE)","03.01.2016 23:00 - 03.01.2016 23:15 (CET/CEST)","0"
"Germany (DE)","03.01.2016 23:15 - 03.01.2016 23:30 (CET/CEST)","0"
"Germany (DE)","03.01.2016 23:30 - 03.01.2016 23:45 (CET/CEST)","0"
"Germany (DE)","03.01.2016 23:45 - 04.01.2016 00:00 (CET/CEST)","0"
"Germany (DE)","04.01.2016 00:00 - 04.01.2016 00:15 (CET/CEST)","0"
"Germany (DE)","04.01.2016 00:15 - 04.01.2016 00:30 (CET/CEST)","0"
"Germany (DE)","04.01.2016 00:30 - 04.01.2016 00:45 (CET/CEST)","0"
"Germany (DE)","04.01.2016 00:45 - 04.01.2016 01:00 (CET/CEST)","0"
"Germany (DE)","04.01.2016 01:00 - 04.01.2016 01:15 (CET/CEST)","0"
"Germany (DE)","04.01.2016 01:15 - 04.01.2016 01:30 (CET/CEST)","0"
"Germany (DE)","04.01.2016 01:30 - 04.01.2016 01:45 (CET/CEST)","0"
"Germany (DE)","04.01.2016 01:45 - 04.01.2016 02:00 (CET/CEST)","0"
"Germany (DE)","04.01.2016 02:00 - 04.01.2016 02:15 (CET/CEST)","0"
"Germany (DE)","04.01.2016 02:15 - 04.01.2016 02:30 (CET/CEST)","0"
"Germany (DE)","04.01.2016 02:30 - 04.01.2016 02:45 (CET/CEST)","0"
"Germany (DE)","04.01.2016 02:45 - 04.01.2016 03:00 (CET/CEST)","0"
"Germany (DE)","04.01.2016 03:00 - 04.01.2016 03:15 (CET/CEST)","0"
"Germany (DE)","04.01.2016 03:15 - 04.01.2016 03:30 (CET/CEST)","0"
"Germany (DE)","04.01.2016 03:30 - 04.01.2016 03:45 (CET/CEST)","0"
"Germany (DE)","04.01.2016 03:45 - 04.01.2016 04:00 (CET/CEST)","0"
"Germany (DE)","04.01.2016 04:00 - 04.01.2016 04:15 (CET/CEST)","0"
"Germany (DE)","04.01.2016 04:15 - 04.01.2016 04:30 (CET/CEST)","0"
"Germany (DE)","04.01.2016 04:30 - 04.01.2016 04:45 (CET/CEST)","0"
"Germany (DE)","04.01.2016 04:45 - 04.01.2016 05:00 (CET/CEST)","0"
