"Area","MTU","Solar  - Actual Aggregated [MW]"
"Germany (DE)","01.01.2020 09:45 - 01.01.2020 10:00 (CET/CEST)","4491"
"Germany (DE)","01.01.2020 10:00 - 01.01.2020 10:15 (CET/CEST)","5431"
"Germany (DE)","01.01.2020 10:15 - 01.01.2020 10:30 (CET/CEST)","6317"
"Germany (DE)","01.01.2020 10:30 - 01.01.2020 10:45 (CET/CEST)","7183"
"Germany (DE)","01.01.2020 10:45 - 01.01.2020 11:00 (CET/CEST)","8069"
"Germany (DE)","01.01.2020 11:00 - 01.01.2020 11:15 (CET/CEST)","8806"
"Germany (DE)","01.01.2020 11:15 - 01.01.2020 11:30 (CET/CEST)","9466"
"Germany (DE)","01.01.2020 11:30 - 01.01.2020 11:45 (CET/CEST)","10042"
"Germany (DE)","01.01.2020 11:45 - 01.01.2020 12:00 (CET/CEST)","10469"
"Germany (DE)","01.01.2020 12:00 - 01.01.2020 12:15 (CET/CEST)","10870"
"Germany (DE)","01.01.2020 12:15 - 01.01.2020 12:30 (CET/CEST)","11021"
"Germany (DE)","01.01.2020 12:30 - 01.01.2020 12:45 (CET/CEST)","11188"
"Germany (DE)","01.01.2020 12:45 - 01.01.2020 13:00 (CET/CEST)","11048"
"Germany (DE)","01.01.2020 13:00 - 01.01.2020 13:15 (CET/CEST)","10848"
"Germany (DE)","01.01.2020 13:15 - 01.01.2020 13:30 (CET/CEST)","10440"
"Germany (DE)","01.01.2020 13:30 - 01.01.2020 13:45 (CET/CEST)","9987"
"Germany (DE)","01.01.2020 13:45 - 01.01.2020 14:00 (CET/CEST)","9317"
"Germany (DE)","01.01.2020 14:00 - 01.01.2020 14:15 (CET/CEST)","8542"
"Germany (DE)","01.01.2020 14:15 - 01.01.2020 14:30 (CET/CEST)","7600"
"Germany (DE)","01.01.2020 14:30 - 01.01.2020 14:45 (CET/CEST)","6541"
"Germany (DE)","01.01.2020 14:45 - 01.01.2020 15:00 (CET/CEST)","5375"
"Germany (DE)","01.01.2020 15:00 - 01.01.2020 15:15 (CET/CEST)","4224"
"Germany (DE)","01.01.2020 15:15 - 01.01.2020 15:30 (CET/CEST)","3001"
"Germany (DE)","01.01.2020 15:30 - 01.01.2020 15:45 (CET/CEST)","1913"
"Germany (DE)","01.01.2020 15:45 - 01.01.2020 16:00 (CET/CEST)","1000"
"Germany (DE)","01.01.2020 16:00 - 01.01.2020 16:15 (CET/CEST)","390"
"Germany (DE)","01.01.2020 16:15 - 01.01.2020 16:30 (CET/CEST)","93"
"Germany (DE)","01.01.2020 16:30 - 01.01.2020 16:45 (CET/CEST)","5"
"Germany (DE)","01.01.2020 16:45 - 01.01.2020 17:00 (CET/CEST)","2"
"Germany (DE)","01.01.2020 17:00 - 01.01.2020 17:15 (CET/CEST)","0"
"Germany (DE)","01.01.2020 17:15 - 01.01.2020 17:30 (CET/CEST)","0"
"Germany (DE)","01.01.2020 17:30 - 01.01.2020 17:45 (CET/CEST)","0"
"Germany (DE)","01.01.2020 17:45 - 01.01.2020 18:00 (CET/CEST)","0"
"Germany (DE)","01.01.2020 18:00 - 01.01.2020 18:15 (CET/CEST)","0"
"Germany (DE)","01.01.2020 18:15 - 01.01.2020 18:30 (CET/CEST)","0"
"Germany (DE)","01.01.2020 18:30 - 01.01.2020 18:45 (CET/CEST)","0"
"Germany (DE)","01.01.2020 18:45 - 01.01.2020 19:00 (CET/CEST)","0"
"Germany (DE)","01.01.2020 19:00 - 01.01.2020 19:15 (CET/CEST)","0"
"Germany (DE)","01.01.2020 19:15 - 01.01.2020 19:30 (CET/CEST)","0"
"Germany (DE)","01.01.2020 19:30 - 01.01.2020 19:45 (CET/CEST)","0"
"Germany (DE)","01.01.2020 19:45 - 01.01.2020 20:00 (CET/CEST)","0"
"Germany (DE)","01.01.2020 20:00 - 01.01.2020 20:15 (CET/CEST)","0"
"Germany (DE)","01.01.2020 20:15 - 01.01.2020 20:30 (CET/CEST)","0"
"Germany (DE)","01.01.2020 20:30 - 01.01.2020 20:45 (CET/CEST)","0"
"Germany (DE)","01.01.2020 20:45 - 01.01.2020 21:00 (CET/CEST)","0"
"Germany (DE)","01.01.2020 21:00 - 01.01.2020 21:15 (CET/CEST)","0"
"Germany (DE)","01.01.2020 21:15 - 01.01.2020 21:30 (CET/CEST)","0"
"Germany (DE)","01.01.2020 21:30 - 01.01.2020 21:45 (CET/CEST)","0"
"Germany (DE)","01.01.2020 21:45 - 01.01.2020 22:00 (CET/CEST)","0"
"Germany (DE)","01.01.2020 22:00 - 01.01.2020 22:15 (CET/CEST)","0"
"Germany (DE)","01.01.2020 22:15 - 01.01.2020 22:30 (CET/CEST)","0"
"Germany (DE)","01.01.2020 22:30 - 01.01.2020 22:45 (CET/CEST)","0"
"Germany (DE)","01.01.2020 22:45 - 01.01.2020 23:00 (CET/CEST)","0"
"Germany (DE)","01.01.2020 23:00 - 01.01.2020 23:15 (CET/CEST)","0"
"Germany (DE)","01.01.2020 23:15 - 01.01.2020 23:30 (CET/CEST)","0"
"Germany (DE)","01.01.2020 23:30 - 01.01.2020 23:45 (CET/CEST)","0"
"Germany (DE)","01.01.2020 23:45 - 02.01.2020 00:00 (CET/CEST)","0"
"Germany (DE)","02.01.2020 00:00 - 02.01.2020 00:15 (CET/CEST)","0"
"Germany (DE)","02.01.2020 00:15 - 02.01.2020 00:30 (CET/CEST)","0"
"Germany (DE)","02.01.2020 00:30 - 02.01.2020 00:45 (CET/CEST)","0"
"Germany (DE)","02.01.2020 00:45 - 02.01.2020 01:00 (CET/CEST)","0"
"Germany (DE)","02.01.2020 01:00 - 02.01.2020 01:15 (CET/CEST)","0"
"Germany (DE)","02.01.2020 01:15 - 02.01.2020 01:30 (CET/CEST)","0"
"Germany (DE)","02.01.2020 01:30 - 02.01.2020 01:45 (CET/CEST)","0"
"Germany (DE)","02.01.2020 01:45 - 02.01.2020 02:00 (CET/CEST)","0"
"Germany (DE)","02.01.2020 02:00 - 02.01.2020 02:15 (CET/CEST)","0"
"Germany (DE)","02.01.2020 02:15 - 02.01.2020 02:30 (CET/CEST)","0"
"Germany (DE)","02.01.2020 02:30 - 02.01.2020 02:45 (CET/CEST)","0"
"Germany (DE)","02.01.2020 02:45 - 02.01.2020 03:00 (CET/CEST)","0"
"Germany (DE)","02.01.2020 03:00 - 02.01.2020 03:15 (CET/CEST)","0"
"Germany (DE)","02.01.2020 03:15 - 02.01.2020 03:30 (CET/CEST)","0"
"Germany (DE)","02.01.2020 03:30 - 02.01.2020 03:45 (CET/CEST)","0"
"Germany (DE)","02.01.2020 03:45 - 02.01.2020 04:00 (CET/CEST)","0"
"Germany (DE)","02.01.2020 04:00 - 02.01.2020 04:15 (CET/CEST)","0"
"Germany (DE)","02.01.2020 04:15 - 02.01.2020 04:30 (CET/CEST)","0"
"Germany (DE)","02.01.2020 04:30 - 02.01.2020 04:45 (CET/CEST)","0"
"Germany (DE)","02.01.2020 04:45 - 02.01.2020 05:00 (CET/CEST)","0"
"Germany (DE)","02.01.2020 05:00 - 02.01.2020 05:15 (CET/CEST)","0"
"Germany (DE)","02.01.2020 05:15 - 02.01.2020 05:30 (CET/CEST)","0"
"Germany (DE)","02.01.2020 05:30 - 02.01.2020 05:45 (CET/CEST)","0"
"Germany (DE)","02.01.2020 05:45 - 02.01.2020 06:00 (CET/CEST)","0"
"Germany (DE)","02.01.2020 06:00 - 02.01.2020 06:15 (CET/CEST)","0"
"Germany (DE)","02.01.2020 06:15 - 02.01.2020 06:30 (CET/CEST)","0"
"Germany (DE)","02.01.2020 06:30 - 02.01.2020 06:45 (CET/CEST)","0"
"Germany (DE)","02.01.2020 06:45 - 02.01.2020 07:00 (CET/CEST)","0"
"Germany (DE)","02.01.2020 07:00 - 02.01.2020 07:15 (CET/CEST)","0"
"Germany (DE)","02.01.2020 07:15 - 02.01.2020 07:30 (CET/CEST)","0"
"Germany (DE)","02.01.2020 07:30 - 02.01.2020 07:45 (CET/CEST)","0"
"Germany (DE)","02.01.2020 07:45 - 02.01.2020 08:00 (CET/CEST)","0"
"Germany (DE)","02.01.2020 08:00 - 02.01.2020 08:15 (CET/CEST)","5"
"Germany (DE)","02.01.2020 08:15 - 02.01.2020 08:30 (CET/CEST)","115"
"Germany (DE)","02.01.2020 08:30 - 02.01.2020 08:45 (CET/CEST)","469"
"Germany (DE)","02.01.2020 08:45 - 02.01.2020 09:00 (CET/CEST)","1128"
"Germany (DE)","02.01.2020 09:00 - 02.01.2020 09:15 (CET/CEST)","1942"
"Germany (DE)","02.01.2020 09:15 - 02.01.2020 09:30 (CET/CEST)","2730"
"Germany (DE)","02.01.2020 09:30 - 02.01.2020 09:45 (CET/CEST)","3610"
"Germany (DE)","02.01.2020 09:45 - 02.01.2020 10:00 (CET/CEST)","4302"
"Germany (DE)","02.01.2020 10:00 - 02.01.2020 10:15 (CET/CEST)","5112"
"Germany (DE)","02.01.2020 10:15 - 02.01.2020 10:30 (CET/CEST)","5795"
"Germany (DE)","02.01.2020 10:30 - 02.01.2020 10:45 (CET/CEST)","6433"
"Germany (DE)","02.01.2020 10:45 - 02.01.2020 11:00 (CET/CEST)","7195"
"Germany (DE)","02.01.2020 11:00 - 02.01.2020 11:15 (CET/CEST)","7663"
"Germany (DE)","02.01.2020 11:15 - 02.01.2020 11:30 (CET/CEST)","8107"
"Germany (DE)","02.01.2020 11:30 - 02.01.2020 11:45 (CET/CEST)","8326"
"Germany (DE)","02.01.2020 11:45 - 02.01.2020 12:00 (CET/CEST)","8594"
"Germany (DE)","02.01.2020 12:00 - 02.01.2020 12:15 (CET/CEST)","8779"
"Germany (DE)","02.01.2020 12:15 - 02.01.2020 12:30 (CET/CEST)","8669"
"Germany (DE)","02.01.2020 12:30 - 02.01.2020 12:45 (CET/CEST)","8684"
"Germany (DE)","02.01.2020 12:45 - 02.01.2020 13:00 (CET/CEST)","8332"
"Germany (DE)","02.01.2020 13:00 - 02.01.2020 13:15 (CET/CEST)","7887"
"Germany (DE)","02.01.2020 13:15 - 02.01.2020 13:30 (CET/CEST)","7510"
"Germany (DE)","02.01.2020 13:30 - 02.01.2020 13:45 (CET/CEST)","7007"
"Germany (DE)","02.01.2020 13:45 - 02.01.2020 14:00 (CET/CEST)","6436"
"Germany (DE)","02.01.2020 14:00 - 02.01.2020 14:15 (CET/CEST)","5846"
"Germany (DE)","02.01.2020 14:15 - 02.01.2020 14:30 (CET/CEST)","4888"
"Germany (DE)","02.01.2020 14:30 - 02.01.2020 14:45 (CET/CEST)","4163"
"Germany (DE)","02.01.2020 14:45 - 02.01.2020 15:00 (CET/CEST)","3364"
"Germany (DE)","02.01.2020 15:00 - 02.01.2020 15:15 (CET/CEST)","2510"
"Germany (DE)","02.01.2020 15:15 - 02.01.2020 15:30 (CET/CEST)","1680"
"Germany (DE)","02.01.2020 15:30 - 02.01.2020 15:45 (CET/CEST)","975"
"Germany (DE)","02.01.2020 15:45 - 02.01.2020 16:00 (CET/CEST)","446"
"Germany (DE)","02.01.2020 16:00 - 02.01.2020 16:15 (CET/CEST)","167"
"Germany (DE)","02.01.2020 16:15 - 02.01.2020 16:30 (CET/CEST)","40"
"Germany (DE)","02.01.2020 16:30 - 02.01.2020 16:45 (CET/CEST)","4"
"Germany (DE)","02.01.2020 16:45 - 02.01.2020 17:00 (CET/CEST)","0"
"Germany (DE)","02.01.2020 17:00 - 02.01.2020 17:15 (CET/CEST)","0"
"Germany (DE)","02.01.2020 17:15 - 02.01.2020 17:30 (CET/CEST)","0"
"Germany (DE)","02.01.2020 17:30 - 02.01.2020 17:45 (CET/CEST)","0"
"Germany (DE)","02.01.2020 17:45 - 02.01.2020 18:00 (CET/CEST)","0"
"Germany (DE)","02.01.2020 18:00 - 02.01.2020 18:15 (CET/CEST)","0"
"Germany (DE)","02.01.2020 18:15 - 02.01.2020 18:30 (CET/CEST)","0"
"Germany (DE)","02.01.2020 18:30 - 02.01.2020 18:45 (CET/CEST)","0"
"Germany (DE)","02.01.2020 18:45 - 02.01.2020 19:00 (CET/CEST)","0"
"Germany (DE)","02.01.2020 19:00 - 02.01.2020 19:15 (CET/CEST)","0"
"Germany (DE)","02.01.2020 19:15 - 02.01.2020 19:30 (CET/CEST)","0"
"Germany (DE)","02.01.2020 19:30 - 02.01.2020 19:45 (CET/CEST)","0"
"Germany (DE)","02.01.2020 19:45 - 02.01.2020 20:00 (CET/CEST)","0"
"Germany (DE)","02.01.2020 20:00 - 02.01.2020 20:15 (CET/CEST)","0"
"Germany (DE)","02.01.2020 20:15 - 02.01.2020 20:30 (CET/CEST)","0"
"Germany (DE)","02.01.2020 20:30 - 02.01.2020 20:45 (CET/CEST)","0"
"Germany (DE)","02.01.2020 20:45 - 02.01.2020 21:00 (CET/CEST)","0"
"Germany (DE)","02.01.2020 21:00 - 02.01.2020 21:15 (CET/CEST)","0"
"Germany (DE)","02.01.2020 21:15 - 02.01.2020 21:30 (CET/CEST)","0"
"Germany (DE)","02.01.2020 21:30 - 02.01.2020 21:45 (CET/CEST)","0"
"Germany (DE)","02.01.2020 21:45 - 02.01.2020 22:00 (CET/CEST)","0"
"Germany (DE)","02.01.2020 22:00 - 02.01.2020 22:15 (CET/CEST)","0"
"Germany (DE)","02.01.2020 22:15 - 02.01.2020 22:30 (CET/CEST)","0"
"Germany (DE)","02.01.2020 22:30 - 02.01.2020 22:45 (CET/CEST)","0"
"Germany (DE)","02.01.2020 22:45 - 02.01.2020 23:00 (CET/CEST)","0"
"Germany (DE)","02.01.2020 23:00 - 02.01.2020 23:15 (CET/CEST)","0"
"Germany (DE)","02.01.2020 23:15 - 02.01.2020 23:30 (CET/CEST)","0"
"Germany (DE)","02.01.2020 23:30 - 02.01.2020 23:45 (CET/CEST)","0"
"Germany (DE)","02.01.2020 23:45 - 03.01.2020 00:00 (CET/CEST)","0"
"Germany (DE)","03.01.2020 00:00 - 03.01.2020 00:15 (CET/CEST)","0"
"Germany (DE)","03.01.2020 00:15 - 03.01.2020 00:30 (CET/CEST)","0"
"Germany (DE)","03.01.2020 00:30 - 03.01.2020 00:45 (CET/CEST)","0"
"Germany (DE)","03.01.2020 00:45 - 03.01.2020 01:00 (CET/CEST)","0"
"Germany (DE)","03.01.2020 01:00 - 03.01.2020 01:15 (CET/CEST)","0"
"Germany (DE)","03.01.2020 01:15 - 03.01.2020 01:30 (CET/CEST)","0"
"Germany (DE)","03.01.2020 01:30 - 03.01.2020 01:45 (CET/CEST)","0"
"Germany (DE)","03.01.2020 01:45 - 03.01.2020 02:00 (CET/CEST)","0"
"Germany (DE)","03.01.2020 02:00 - 03.01.2020 02:15 (CET/CEST)","0"
"Germany (DE)","03.01.2020 02:15 - 03.01.2020 02:30 (CET/CEST)","0"
"Germany (DE)","03.01.2020 02:30 - 03.01.2020 02:45 (CET/CEST)","0"
"Germany (DE)","03.01.2020 02:45 - 03.01.2020 03:00 (CET/CEST)","0"
"Germany (DE)","03.01.2020 03:00 - 03.01.2020 03:15 (CET/CEST)","0"
"Germany (DE)","03.01.2020 03:15 - 03.01.2020 03:30 (CET/CEST)","0"
"Germany (DE)","03.01.2020 03:30 - 03.01.2020 03:45 (CET/CEST)","0"
"Germany (DE)","03.01.2020 03:45 - 03.01.2020 04:00 (CET/CEST)","0"
"Germany (DE)","03.01.2020 04:00 - 03.01.2020 04:15 (CET/CEST)","0"
"Germany (DE)","03.01.2020 04:15 - 03.01.2020 04:30 (CET/CEST)","0"
"Germany (DE)","03.01.2020 04:30 - 03.01.2020 04:45 (CET/CEST)","0"
"Germany (DE)","03.01.2020 04:45 - 03.01.2020 05:00 (CET/CEST)","0"
"Germany (DE)","03.01.2020 05:00 - 03.01.2020 05:15 (CET/CEST)","0"
"Germany (DE)","03.01.2020 05:15 - 03.01.2020 05:30 (CET/CEST)","0"
"Germany (DE)","03.01.2020 05:30 - 03.01.2020 05:45 (CET/CEST)","0"
"Germany (DE)","03.01.2020 05:45 - 03.01.2020 06:00 (CET/CEST)","0"
"Germany (DE)","03.01.2020 06:00 - 03.01.2020 06:15 (CET/CEST)","0"
"Germany (DE)","03.01.2020 06:15 - 03.01.2020 06:30 (CET/CEST)","0"
"Germany (DE)","03.01.2020 06:30 - 03.01.2020 06:45 (CET/CEST)","0"
"Germany (DE)","03.01.2020 06:45 - 03.01.2020 07:00 (CET/CEST)","0"
"Germany (DE)","03.01.2020 07:00 - 03.01.2020 07:15 (CET/CEST)","0"
"Germany (DE)","03.01.2020 07:15 - 03.01.2020 07:30 (CET/CEST)","0"
"Germany (DE)","03.01.2020 07:30 - 03.01.2020 07:45 (CET/CEST)","0"
"Germany (DE)","03.01.2020 07:45 - 03.01.2020 08:00 (CET/CEST)","0"
"Germany (DE)","03.01.2020 08:00 - 03.01.2020 08:15 (CET/CEST)","4"
"Germany (DE)","03.01.2020 08:15 - 03.01.2020 08:30 (CET/CEST)","88"
"Germany (DE)","03.01.2020 08:30 - 03.01.2020 08:45 (CET/CEST)","310"
"Germany (DE)","03.01.2020 08:45 - 03.01.2020 09:00 (CET/CEST)","625"
"Germany (DE)","03.01.2020 09:00 - 03.01.2020 09:15 (CET/CEST)","1043"
"Germany (DE)","03.01.2020 09:15 - 03.01.2020 09:30 (CET/CEST)","1446"
"Germany (DE)","03.01.2020 09:30 - 03.01.2020 09:45 (CET/CEST)","1910"
"Germany (DE)","03.01.2020 09:45 - 03.01.2020 10:00 (CET/CEST)","2303"
"Germany (DE)","03.01.2020 10:00 - 03.01.2020 10:15 (CET/CEST)","2629"
"Germany (DE)","03.01.2020 10:15 - 03.01.2020 10:30 (CET/CEST)","2995"
"Germany (DE)","03.01.2020 10:30 - 03.01.2020 10:45 (CET/CEST)","3294"
"Germany (DE)","03.01.2020 10:45 - 03.01.2020 11:00 (CET/CEST)","3534"
"Germany (DE)","03.01.2020 11:00 - 03.01.2020 11:15 (CET/CEST)","3732"
"Germany (DE)","03.01.2020 11:15 - 03.01.2020 11:30 (CET/CEST)","3876"
"Germany (DE)","03.01.2020 11:30 - 03.01.2020 11:45 (CET/CEST)","4042"
"Germany (DE)","03.01.2020 11:45 - 03.01.2020 12:00 (CET/CEST)","4207"
"Germany (DE)","03.01.2020 12:00 - 03.01.2020 12:15 (CET/CEST)","4221"
"Germany (DE)","03.01.2020 12:15 - 03.01.2020 12:30 (CET/CEST)","4164"
"Germany (DE)","03.01.2020 12:30 - 03.01.2020 12:45 (CET/CEST)","4000"
"Germany (DE)","03.01.2020 12:45 - 03.01.2020 13:00 (CET/CEST)","3706"
"Germany (DE)","03.01.2020 13:00 - 03.01.2020 13:15 (CET/CEST)","3320"
"Germany (DE)","03.01.2020 13:15 - 03.01.2020 13:30 (CET/CEST)","3020"
"Germany (DE)","03.01.2020 13:30 - 03.01.2020 13:45 (CET/CEST)","2688"
"Germany (DE)","03.01.2020 13:45 - 03.01.2020 14:00 (CET/CEST)","2346"
"Germany (DE)","03.01.2020 14:00 - 03.01.2020 14:15 (CET/CEST)","2038"
"Germany (DE)","03.01.2020 14:15 - 03.01.2020 14:30 (CET/CEST)","1771"
"Germany (DE)","03.01.2020 14:30 - 03.01.2020 14:45 (CET/CEST)","1501"
"Germany (DE)","03.01.2020 14:45 - 03.01.2020 15:00 (CET/CEST)","1229"
"Germany (DE)","03.01.2020 15:00 - 03.01.2020 15:15 (CET/CEST)","962"
"Germany (DE)","03.01.2020 15:15 - 03.01.2020 15:30 (CET/CEST)","707"
"Germany (DE)","03.01.2020 15:30 - 03.01.2020 15:45 (CET/CEST)","475"
"Germany (DE)","03.01.2020 15:45 - 03.01.2020 16:00 (CET/CEST)","259"
"Germany (DE)","03.01.2020 16:00 - 03.01.2020 16:15 (CET/CEST)","99"
"Germany (DE)","03.01.2020 16:15 - 03.01.2020 16:30 (CET/CEST)","24"
"Germany (DE)","03.01.2020 16:30 - 03.01.2020 16:45 (CET/CEST)","2"
"Germany (DE)","03.01.2020 16:45 - 03.01.2020 17:00 (CET/CEST)","0"
"Germany (DE)","03.01.2020 17:00 - 03.01.2020 17:15 (CET/CEST)","0"
"Germany (DE)","03.01.2020 17:15 - 03.01.2020 17:30 (CET/CEST)","0"
"Germany (DE)","03.01.2020 17:30 - 03.01.2020 17:45 (CET/CEST)","0"
"Germany (DE)","03.01.2020 17:45 - 03.01.2020 18:00 (CET/CEST)","0"
"Germany (DE)","03.01.2020 18:00 - 03.01.2020 18:15 (CET/CEST)","0"
"Germany (DE)","03.01.2020 18:15 - 03.01.2020 18:30 (CET/CEST)","0"
"Germany (DE)","03.01.2020 18:30 - 03.01.2020 18:45 (CET/CEST)","0"
"Germany (DE)","03.01.2020 18:45 - 03.01.2020 19:00 (CET/CEST)","0"
"Germany (DE)","03.01.2020 19:00 - 03.01.2020 19:15 (CET/CEST)","0"
"Germany (DE)","03.01.2020 19:15 - 03.01.2020 19:30 (CET/CEST)","0"
"Germany (DE)","03.01.2020 19:30 - 03.01.2020 19:45 (CET/CEST)","0"
"Germany (DE)","03.01.2020 19:45 - 03.01.2020 20:00 (CET/CEST)","0"
"Germany (DE)","03.01.2020 20:00 - 03.01.2020 20:15 (CET/CEST)","0"
"Germany (DE)","03.01.2020 20:15 - 03.01.2020 20:30 (CET/CEST)","0"
"Germany (DE)","03.01.2020 20:30 - 03.01.2020 20:45 (CET/CEST)","0"
"Germany (DE)","03.01.2020 20:45 - 03.01.2020 21:00 (CET/CEST)","0"
"Germany (DE)","03.01.2020 21:00 - 03.01.2020 21:15 (CET/CEST)","0"
"Germany (DE)","03.01.2020 21:15 - 03.01.2020 21:30 (CET/CEST)","0"
"Germany (DE)","03.01.2020 21:30 - 03.01.2020 21:45 (CET/CEST)","0"
"Germany (DE)","03.01.2020 21:45 - 03.01.2020 22:00 (CET/CEST)","0"
"Germany (DE)","03.01.2020 22:00 - 03.01.2020 22:15 (CET/CEST)","0"
"Germany (DE)","03.01.2020 22:15 - 03.01.2020 22:30 (CET/CEST)","0"
"Germany (DE)","03.01.2020 22:30 - 03.01.2020 22:45 (CET/CEST)","0"
"Germany (DE)","03.01.2020 22:45 - 03.01.2020 23:00 (CET/CEST)","0"
"Germany (DE)","03.01.2020 23:00 - 03.01.2020 23:15 (CET/CEST)","0"
"Germany (DE)","03.01.2020 23:15 - 03.01.2020 23:30 (CET/CEST)","0"
"Germany (DE)","03.01.2020 23:30 - 03.01.2020 23:45 (CET/CEST)","0"
"Germany (DE)","03.01.2020 23:45 - 04.01.2020 00:00 (CET/CEST)","0"
"Germany (DE)","04.01.2020 00:00 - 04.01.2020 00:15 (CET/CEST)","0"
"Germany (DE)","04.01.2020 00:15 - 04.01.2020 00:30 (CET/CEST)","0"
"Germany (DE)","04.01.2020 00:30 - 04.01.2020 00:45 (CET/CEST)","0"
"Germany (DE)","04.01.2020 00:45 - 04.01.2020 01:00 (CET/CEST)","0"
"Germany (DE)","04.01.2020 01:00 - 04.01.2020 01:15 (CET/CEST)","0"
"Germany (DE)","04.01.2020 01:15 - 04.01.2020 01:30 (CET/CEST)","0"
"Germany (DE)","04.01.2020 01:30 - 04.01.2020 01:45 (CET/CEST)","0"
"Germany (DE)","04.01.2020 01:45 - 04.01.2020 02:00 (CET/CEST)","0"
"Germany (DE)","04.01.2020 02:00 - 04.01.2020 02:15 (CET/CEST)","0"
"Germany (DE)","04.01.2020 02:15 - 04.01.2020 02:30 (CET/CEST)","0"
"Germany (DE)","04.01.2020 02:30 - 04.01.2020 02:45 (CET/CEST)","0"
"Germany (DE)","04.01.2020 02:45 - 04.01.2020 03:00 (CET/CEST)","0"
"Germany (DE)","04.01.2020 03:00 - 04.01.2020 03:15 (CET/CEST)","0"
"Germany (DE)","04.01.2020 03:15 - 04.01.2020 03:30 (CET/CEST)","0"
"Germany (DE)","04.01.2020 03:30 - 04.01.2020 03:45 (CET/CEST)","0"
"Germany (DE)","04.01.2020 03:45 - 04.01.2020 04:00 (CET/CEST)","0"
"Germany (DE)","04.01.2020 04:00 - 04.01.2020 04:15 (CET/CEST)","0"
"Germany (DE)","04.01.2020 04:15 - 04.01.2020 04:30 (CET/CEST)","0"
"Germany (DE)","04.01.2020 04:30 - 04.01.2020 04:45 (CET/CEST)","0"
"Germany (DE)","04.01.2020 04:45 - 04.01.2020 05:00 (CET/CEST)","0"
