"Area","MTU","Solar  - Actual Aggregated [MW]"
"Germany (DE)","01.01.2022 09:00 - 01.01.2022 09:15 (CET/CEST)","1066"
"Germany (DE)","01.01.2022 09:15 - 01.01.2022 09:30 (CET/CEST)","1605"
"Germany (DE)","01.01.2022 09:30 - 01.01.2022 09:45 (CET/CEST)","2113"
"Germany (DE)","01.01.2022 09:45 - 01.01.2022 10:00 (CET/CEST)","2656"
"Germany (DE)","01.01.2022 10:00 - 01.01.2022 10:15 (CET/CEST)","3258"
"Germany (DE)","01.01.2022 10:15 - 01.01.2022 10:30 (CET/CEST)","3909"
"Germany (DE)","01.01.2022 10:30 - 01.01.2022 10:45 (CET/CEST)","4558"
"Germany (DE)","01.01.2022 10:45 - 01.01.2022 11:00 (CET/CEST)","5164"
"Germany (DE)","01.01.2022 11:00 - 01.01.2022 11:15 (CET/CEST)","5684"
"Germany (DE)","01.01.2022 11:15 - 01.01.2022 11:30 (CET/CEST)","6225"
"Germany (DE)","01.01.2022 11:30 - 01.01.2022 11:45 (CET/CEST)","6687"
"Germany (DE)","01.01.2022 11:45 - 01.01.2022 12:00 (CET/CEST)","7074"
"Germany (DE)","01.01.2022 12:00 - 01.01.2022 12:15 (CET/CEST)","7357"
"Germany (DE)","01.01.2022 12:15 - 01.01.2022 12:30 (CET/CEST)","7585"
"Germany (DE)","01.01.2022 12:30 - 01.01.2022 12:45 (CET/CEST)","7660"
"Germany (DE)","01.01.2022 12:45 - 01.01.2022 13:00 (CET/CEST)","7448"
"Germany (DE)","01.01.2022 13:00 - 01.01.2022 13:15 (CET/CEST)","7175"
"Germany (DE)","01.01.2022 13:15 - 01.01.2022 13:30 (CET/CEST)","6901"
"Germany (DE)","01.01.2022 13:30 - 01.01.2022 13:45 (CET/CEST)","6484"
"Germany (DE)","01.01.2022 13:45 - 01.01.2022 14:00 (CET/CEST)","5947"
"Germany (DE)","01.01.2022 14:00 - 01.01.2022 14:15 (CET/CEST)","5353"
"Germany (DE)","01.01.2022 14:15 - 01.01.2022 14:30 (CET/CEST)","4775"
"Germany (DE)","01.01.2022 14:30 - 01.01.2022 14:45 (CET/CEST)","4148"
"Germany (DE)","01.01.2022 14:45 - 01.01.2022 15:00 (CET/CEST)","3473"
"Germany (DE)","01.01.2022 15:00 - 01.01.2022 15:15 (CET/CEST)","2714"
"Germany (DE)","01.01.2022 15:15 - 01.01.2022 15:30 (CET/CEST)","1982"
"Germany (DE)","01.01.2022 15:30 - 01.01.2022 15:45 (CET/CEST)","1312"
"Germany (DE)","01.01.2022 15:45 - 01.01.2022 16:00 (CET/CEST)","788"
"Germany (DE)","01.01.2022 16:00 - 01.01.2022 16:15 (CET/CEST)","393"
"Germany (DE)","01.01.2022 16:15 - 01.01.2022 16:30 (CET/CEST)","131"
"Germany (DE)","01.01.2022 16:30 - 01.01.2022 16:45 (CET/CEST)","18"
"Germany (DE)","01.01.2022 16:45 - 01.01.2022 17:00 (CET/CEST)","3"
"Germany (DE)","01.01.2022 17:00 - 01.01.2022 17:15 (CET/CEST)","2"
"Germany (DE)","01.01.2022 17:15 - 01.01.2022 17:30 (CET/CEST)","2"
"Germany (DE)","01.01.2022 17:30 - 01.01.2022 17:45 (CET/CEST)","2"
"Germany (DE)","01.01.2022 17:45 - 01.01.2022 18:00 (CET/CEST)","2"
"Germany (DE)","01.01.2022 18:00 - 01.01.2022 18:15 (CET/CEST)","2"
"Germany (DE)","01.01.2022 18:15 - 01.01.2022 18:30 (CET/CEST)","2"
"Germany (DE)","01.01.2022 18:30 - 01.01.2022 18:45 (CET/CEST)","2"
"Germany (DE)","01.01.2022 18:45 - 01.01.2022 19:00 (CET/CEST)","2"
"Germany (DE)","01.01.2022 19:00 - 01.01.2022 19:15 (CET/CEST)","2"
"Germany (DE)","01.01.2022 19:15 - 01.01.2022 19:30 (CET/CEST)","2"
"Germany (DE)","01.01.2022 19:30 - 01.01.2022 19:45 (CET/CEST)","2"
"Germany (DE)","01.01.2022 19:45 - 01.01.2022 20:00 (CET/CEST)","2"
"Germany (DE)","01.01.2022 20:00 - 01.01.2022 20:15 (CET/CEST)","2"
"Germany (DE)","01.01.2022 20:15 - 01.01.2022 20:30 (CET/CEST)","2"
"Germany (DE)","01.01.2022 20:30 - 01.01.2022 20:45 (CET/CEST)","2"
"Germany (DE)","01.01.2022 20:45 - 01.01.2022 21:00 (CET/CEST)","1"
"Germany (DE)","01.01.2022 21:00 - 01.01.2022 21:15 (CET/CEST)","1"
"Germany (DE)","01.01.2022 21:15 - 01.01.2022 21:30 (CET/CEST)","1"
"Germany (DE)","01.01.2022 21:30 - 01.01.2022 21:45 (CET/CEST)","1"
"Germany (DE)","01.01.2022 21:45 - 01.01.2022 22:00 (CET/CEST)","1"
"Germany (DE)","01.01.2022 22:00 - 01.01.2022 22:15 (CET/CEST)","1"
"Germany (DE)","01.01.2022 22:15 - 01.01.2022 22:30 (CET/CEST)","2"
"Germany (DE)","01.01.2022 22:30 - 01.01.2022 22:45 (CET/CEST)","2"
"Germany (DE)","01.01.2022 22:45 - 01.01.2022 23:00 (CET/CEST)","2"
"Germany (DE)","01.01.2022 23:00 - 01.01.2022 23:15 (CET/CEST)","2"
"Germany (DE)","01.01.2022 23:15 - 01.01.2022 23:30 (CET/CEST)","2"
"Germany (DE)","01.01.2022 23:30 - 01.01.2022 23:45 (CET/CEST)","2"
"Germany (DE)","01.01.2022 23:45 - 02.01.2022 00:00 (CET/CEST)","2"
"Germany (DE)","02.01.2022 00:00 - 02.01.2022 00:15 (CET/CEST)","2"
"Germany (DE)","02.01.2022 00:15 - 02.01.2022 00:30 (CET/CEST)","2"
"Germany (DE)","02.01.2022 00:30 - 02.01.2022 00:45 (CET/CEST)","1"
"Germany (DE)","02.01.2022 00:45 - 02.01.2022 01:00 (CET/CEST)","1"
"Germany (DE)","02.01.2022 01:00 - 02.01.2022 01:15 (CET/CEST)","1"
"Germany (DE)","02.01.2022 01:15 - 02.01.2022 01:30 (CET/CEST)","1"
"Germany (DE)","02.01.2022 01:30 - 02.01.2022 01:45 (CET/CEST)","1"
"Germany (DE)","02.01.2022 01:45 - 02.01.2022 02:00 (CET/CEST)","1"
"Germany (DE)","02.01.2022 02:00 - 02.01.2022 02:15 (CET/CEST)","1"
"Germany (DE)","02.01.2022 02:15 - 02.01.2022 02:30 (CET/CEST)","1"
"Germany (DE)","02.01.2022 02:30 - 02.01.2022 02:45 (CET/CEST)","1"
"Germany (DE)","02.01.2022 02:45 - 02.01.2022 03:00 (CET/CEST)","1"
"Germany (DE)","02.01.2022 03:00 - 02.01.2022 03:15 (CET/CEST)","1"
"Germany (DE)","02.01.2022 03:15 - 02.01.2022 03:30 (CET/CEST)","1"
"Germany (DE)","02.01.2022 03:30 - 02.01.2022 03:45 (CET/CEST)","1"
"Germany (DE)","02.01.2022 03:45 - 02.01.2022 04:00 (CET/CEST)","1"
"Germany (DE)","02.01.2022 04:00 - 02.01.2022 04:15 (CET/CEST)","1"
"Germany (DE)","02.01.2022 04:15 - 02.01.2022 04:30 (CET/CEST)","1"
"Germany (DE)","02.01.2022 04:30 - 02.01.2022 04:45 (CET/CEST)","1"
"Germany (DE)","02.01.2022 04:45 - 02.01.2022 05:00 (CET/CEST)","1"
"Germany (DE)","02.01.2022 05:00 - 02.01.2022 05:15 (CET/CEST)","1"
"Germany (DE)","02.01.2022 05:15 - 02.01.2022 05:30 (CET/CEST)","1"
"Germany (DE)","02.01.2022 05:30 - 02.01.2022 05:45 (CET/CEST)","1"
"Germany (DE)","02.01.2022 05:45 - 02.01.2022 06:00 (CET/CEST)","1"
"Germany (DE)","02.01.2022 06:00 - 02.01.2022 06:15 (CET/CEST)","1"
"Germany (DE)","02.01.2022 06:15 - 02.01.2022 06:30 (CET/CEST)","1"
"Germany (DE)","02.01.2022 06:30 - 02.01.2022 06:45 (CET/CEST)","1"
"Germany (DE)","02.01.2022 06:45 - 02.01.2022 07:00 (CET/CEST)","1"
"Germany (DE)","02.01.2022 07:00 - 02.01.2022 07:15 (CET/CEST)","1"
"Germany (DE)","02.01.2022 07:15 - 02.01.2022 07:30 (CET/CEST)","1"
"Germany (DE)","02.01.2022 07:30 - 02.01.2022 07:45 (CET/CEST)","1"
"Germany (DE)","02.01.2022 07:45 - 02.01.2022 08:00 (CET/CEST)","3"
"Germany (DE)","02.01.2022 08:00 - 02.01.2022 08:15 (CET/CEST)","22"
"Germany (DE)","02.01.2022 08:15 - 02.01.2022 08:30 (CET/CEST)","147"
"Germany (DE)","02.01.2022 08:30 - 02.01.2022 08:45 (CET/CEST)","449"
"Germany (DE)","02.01.2022 08:45 - 02.01.2022 09:00 (CET/CEST)","771"
"Germany (DE)","02.01.2022 09:00 - 02.01.2022 09:15 (CET/CEST)","1199"
"Germany (DE)","02.01.2022 09:15 - 02.01.2022 09:30 (CET/CEST)","1685"
"Germany (DE)","02.01.2022 09:30 - 02.01.2022 09:45 (CET/CEST)","2231"
"Germany (DE)","02.01.2022 09:45 - 02.01.2022 10:00 (CET/CEST)","2881"
"Germany (DE)","02.01.2022 10:00 - 02.01.2022 10:15 (CET/CEST)","3430"
"Germany (DE)","02.01.2022 10:15 - 02.01.2022 10:30 (CET/CEST)","3937"
"Germany (DE)","02.01.2022 10:30 - 02.01.2022 10:45 (CET/CEST)","4205"
"Germany (DE)","02.01.2022 10:45 - 02.01.2022 11:00 (CET/CEST)","4610"
"Germany (DE)","02.01.2022 11:00 - 02.01.2022 11:15 (CET/CEST)","4840"
"Germany (DE)","02.01.2022 11:15 - 02.01.2022 11:30 (CET/CEST)","5114"
"Germany (DE)","02.01.2022 11:30 - 02.01.2022 11:45 (CET/CEST)","5403"
"Germany (DE)","02.01.2022 11:45 - 02.01.2022 12:00 (CET/CEST)","5551"
"Germany (DE)","02.01.2022 12:00 - 02.01.2022 12:15 (CET/CEST)","5573"
"Germany (DE)","02.01.2022 12:15 - 02.01.2022 12:30 (CET/CEST)","5356"
"Germany (DE)","02.01.2022 12:30 - 02.01.2022 12:45 (CET/CEST)","4946"
"Germany (DE)","02.01.2022 12:45 - 02.01.2022 13:00 (CET/CEST)","4638"
"Germany (DE)","02.01.2022 13:00 - 02.01.2022 13:15 (CET/CEST)","4282"
"Germany (DE)","02.01.2022 13:15 - 02.01.2022 13:30 (CET/CEST)","4005"
"Germany (DE)","02.01.2022 13:30 - 02.01.2022 13:45 (CET/CEST)","3665"
"Germany (DE)","02.01.2022 13:45 - 02.01.2022 14:00 (CET/CEST)","3433"
"Germany (DE)","02.01.2022 14:00 - 02.01.2022 14:15 (CET/CEST)","3209"
"Germany (DE)","02.01.2022 14:15 - 02.01.2022 14:30 (CET/CEST)","2858"
"Germany (DE)","02.01.2022 14:30 - 02.01.2022 14:45 (CET/CEST)","2472"
"Germany (DE)","02.01.2022 14:45 - 02.01.2022 15:00 (CET/CEST)","2063"
"Germany (DE)","02.01.2022 15:00 - 02.01.2022 15:15 (CET/CEST)","1655"
"Germany (DE)","02.01.2022 15:15 - 02.01.2022 15:30 (CET/CEST)","1241"
"Germany (DE)","02.01.2022 15:30 - 02.01.2022 15:45 (CET/CEST)","825"
"Germany (DE)","02.01.2022 15:45 - 02.01.2022 16:00 (CET/CEST)","466"
"Germany (DE)","02.01.2022 16:00 - 02.01.2022 16:15 (CET/CEST)","184"
"Germany (DE)","02.01.2022 16:15 - 02.01.2022 16:30 (CET/CEST)","41"
"Germany (DE)","02.01.2022 16:30 - 02.01.2022 16:45 (CET/CEST)","6"
"Germany (DE)","02.01.2022 16:45 - 02.01.2022 17:00 (CET/CEST)","4"
"Germany (DE)","02.01.2022 17:00 - 02.01.2022 17:15 (CET/CEST)","3"
"Germany (DE)","02.01.2022 17:15 - 02.01.2022 17:30 (CET/CEST)","3"
"Germany (DE)","02.01.2022 17:30 - 02.01.2022 17:45 (CET/CEST)","2"
"Germany (DE)","02.01.2022 17:45 - 02.01.2022 18:00 (CET/CEST)","2"
"Germany (DE)","02.01.2022 18:00 - 02.01.2022 18:15 (CET/CEST)","2"
"Germany (DE)","02.01.2022 18:15 - 02.01.2022 18:30 (CET/CEST)","2"
"Germany (DE)","02.01.2022 18:30 - 02.01.2022 18:45 (CET/CEST)","1"
"Germany (DE)","02.01.2022 18:45 - 02.01.2022 19:00 (CET/CEST)","1"
"Germany (DE)","02.01.2022 19:00 - 02.01.2022 19:15 (CET/CEST)","1"
"Germany (DE)","02.01.2022 19:15 - 02.01.2022 19:30 (CET/CEST)","1"
"Germany (DE)","02.01.2022 19:30 - 02.01.2022 19:45 (CET/CEST)","2"
"Germany (DE)","02.01.2022 19:45 - 02.01.2022 20:00 (CET/CEST)","1"
"Germany (DE)","02.01.2022 20:00 - 02.01.2022 20:15 (CET/CEST)","1"
"Germany (DE)","02.01.2022 20:15 - 02.01.2022 20:30 (CET/CEST)","1"
"Germany (DE)","02.01.2022 20:30 - 02.01.2022 20:45 (CET/CEST)","1"
"Germany (DE)","02.01.2022 20:45 - 02.01.2022 21:00 (CET/CEST)","1"
"Germany (DE)","02.01.2022 21:00 - 02.01.2022 21:15 (CET/CEST)","1"
"Germany (DE)","02.01.2022 21:15 - 02.01.2022 21:30 (CET/CEST)","1"
"Germany (DE)","02.01.2022 21:30 - 02.01.2022 21:45 (CET/CEST)","1"
"Germany (DE)","02.01.2022 21:45 - 02.01.2022 22:00 (CET/CEST)","1"
"Germany (DE)","02.01.2022 22:00 - 02.01.2022 22:15 (CET/CEST)","1"
"Germany (DE)","02.01.2022 22:15 - 02.01.2022 22:30 (CET/CEST)","1"
"Germany (DE)","02.01.2022 22:30 - 02.01.2022 22:45 (CET/CEST)","1"
"Germany (DE)","02.01.2022 22:45 - 02.01.2022 23:00 (CET/CEST)","1"
"Germany (DE)","02.01.2022 23:00 - 02.01.2022 23:15 (CET/CEST)","1"
"Germany (DE)","02.01.2022 23:15 - 02.01.2022 23:30 (CET/CEST)","1"
"Germany (DE)","02.01.2022 23:30 - 02.01.2022 23:45 (CET/CEST)","1"
"Germany (DE)","02.01.2022 23:45 - 03.01.2022 00:00 (CET/CEST)","1"
"Germany (DE)","03.01.2022 00:00 - 03.01.2022 00:15 (CET/CEST)","1"
"Germany (DE)","03.01.2022 00:15 - 03.01.2022 00:30 (CET/CEST)","1"
"Germany (DE)","03.01.2022 00:30 - 03.01.2022 00:45 (CET/CEST)","1"
"Germany (DE)","03.01.2022 00:45 - 03.01.2022 01:00 (CET/CEST)","1"
"Germany (DE)","03.01.2022 01:00 - 03.01.2022 01:15 (CET/CEST)","1"
"Germany (DE)","03.01.2022 01:15 - 03.01.2022 01:30 (CET/CEST)","1"
"Germany (DE)","03.01.2022 01:30 - 03.01.2022 01:45 (CET/CEST)","1"
"Germany (DE)","03.01.2022 01:45 - 03.01.2022 02:00 (CET/CEST)","1"
"Germany (DE)","03.01.2022 02:00 - 03.01.2022 02:15 (CET/CEST)","1"
"Germany (DE)","03.01.2022 02:15 - 03.01.2022 02:30 (CET/CEST)","1"
"Germany (DE)","03.01.2022 02:30 - 03.01.2022 02:45 (CET/CEST)","1"
"Germany (DE)","03.01.2022 02:45 - 03.01.2022 03:00 (CET/CEST)","1"
"Germany (DE)","03.01.2022 03:00 - 03.01.2022 03:15 (CET/CEST)","1"
"Germany (DE)","03.01.2022 03:15 - 03.01.2022 03:30 (CET/CEST)","1"
"Germany (DE)","03.01.2022 03:30 - 03.01.2022 03:45 (CET/CEST)","1"
"Germany (DE)","03.01.2022 03:45 - 03.01.2022 04:00 (CET/CEST)","1"
"Germany (DE)","03.01.2022 04:00 - 03.01.2022 04:15 (CET/CEST)","1"
"Germany (DE)","03.01.2022 04:15 - 03.01.2022 04:30 (CET/CEST)","1"
"Germany (DE)","03.01.2022 04:30 - 03.01.2022 04:45 (CET/CEST)","1"
"Germany (DE)","03.01.2022 04:45 - 03.01.2022 05:00 (CET/CEST)","1"
"Germany (DE)","03.01.2022 05:00 - 03.01.2022 05:15 (CET/CEST)","1"
"Germany (DE)","03.01.2022 05:15 - 03.01.2022 05:30 (CET/CEST)","1"
"Germany (DE)","03.01.2022 05:30 - 03.01.2022 05:45 (CET/CEST)","1"
"Germany (DE)","03.01.2022 05:45 - 03.01.2022 06:00 (CET/CEST)","1"
"Germany (DE)","03.01.2022 06:00 - 03.01.2022 06:15 (CET/CEST)","1"
"Germany (DE)","03.01.2022 06:15 - 03.01.2022 06:30 (CET/CEST)","1"
"Germany (DE)","03.01.2022 06:30 - 03.01.2022 06:45 (CET/CEST)","1"
"Germany (DE)","03.01.2022 06:45 - 03.01.2022 07:00 (CET/CEST)","1"
"Germany (DE)","03.01.2022 07:00 - 03.01.2022 07:15 (CET/CEST)","1"
"Germany (DE)","03.01.2022 07:15 - 03.01.2022 07:30 (CET/CEST)","1"
"Germany (DE)","03.01.2022 07:30 - 03.01.2022 07:45 (CET/CEST)","2"
"Germany (DE)","03.01.2022 07:45 - 03.01.2022 08:00 (CET/CEST)","2"
"Germany (DE)","03.01.2022 08:00 - 03.01.2022 08:15 (CET/CEST)","3"
"Germany (DE)","03.01.2022 08:15 - 03.01.2022 08:30 (CET/CEST)","27"
"Germany (DE)","03.01.2022 08:30 - 03.01.2022 08:45 (CET/CEST)","163"
"Germany (DE)","03.01.2022 08:45 - 03.01.2022 09:00 (CET/CEST)","411"
"Germany (DE)","03.01.2022 09:00 - 03.01.2022 09:15 (CET/CEST)","792"
"Germany (DE)","03.01.2022 09:15 - 03.01.2022 09:30 (CET/CEST)","1245"
"Germany (DE)","03.01.2022 09:30 - 03.01.2022 09:45 (CET/CEST)","1703"
"Germany (DE)","03.01.2022 09:45 - 03.01.2022 10:00 (CET/CEST)","2190"
"Germany (DE)","03.01.2022 10:00 - 03.01.2022 10:15 (CET/CEST)","2731"
"Germany (DE)","03.01.2022 10:15 - 03.01.2022 10:30 (CET/CEST)","3211"
"Germany (DE)","03.01.2022 10:30 - 03.01.2022 10:45 (CET/CEST)","3600"
"Germany (DE)","03.01.2022 10:45 - 03.01.2022 11:00 (CET/CEST)","3949"
"Germany (DE)","03.01.2022 11:00 - 03.01.2022 11:15 (CET/CEST)","4217"
"Germany (DE)","03.01.2022 11:15 - 03.01.2022 11:30 (CET/CEST)","4519"
"Germany (DE)","03.01.2022 11:30 - 03.01.2022 11:45 (CET/CEST)","4762"
"Germany (DE)","03.01.2022 11:45 - 03.01.2022 12:00 (CET/CEST)","4919"
"Germany (DE)","03.01.2022 12:00 - 03.01.2022 12:15 (CET/CEST)","4983"
"Germany (DE)","03.01.2022 12:15 - 03.01.2022 12:30 (CET/CEST)","4958"
"Germany (DE)","03.01.2022 12:30 - 03.01.2022 12:45 (CET/CEST)","4826"
"Germany (DE)","03.01.2022 12:45 - 03.01.2022 13:00 (CET/CEST)","4604"
"Germany (DE)","03.01.2022 13:00 - 03.01.2022 13:15 (CET/CEST)","4195"
"Germany (DE)","03.01.2022 13:15 - 03.01.2022 13:30 (CET/CEST)","3995"
"Germany (DE)","03.01.2022 13:30 - 03.01.2022 13:45 (CET/CEST)","3730"
"Germany (DE)","03.01.2022 13:45 - 03.01.2022 14:00 (CET/CEST)","3398"
"Germany (DE)","03.01.2022 14:00 - 03.01.2022 14:15 (CET/CEST)","3093"
"Germany (DE)","03.01.2022 14:15 - 03.01.2022 14:30 (CET/CEST)","2792"
"Germany (DE)","03.01.2022 14:30 - 03.01.2022 14:45 (CET/CEST)","2399"
"Germany (DE)","03.01.2022 14:45 - 03.01.2022 15:00 (CET/CEST)","2014"
"Germany (DE)","03.01.2022 15:00 - 03.01.2022 15:15 (CET/CEST)","1512"
"Germany (DE)","03.01.2022 15:15 - 03.01.2022 15:30 (CET/CEST)","1097"
"Germany (DE)","03.01.2022 15:30 - 03.01.2022 15:45 (CET/CEST)","721"
"Germany (DE)","03.01.2022 15:45 - 03.01.2022 16:00 (CET/CEST)","378"
"Germany (DE)","03.01.2022 16:00 - 03.01.2022 16:15 (CET/CEST)","145"
"Germany (DE)","03.01.2022 16:15 - 03.01.2022 16:30 (CET/CEST)","35"
"Germany (DE)","03.01.2022 16:30 - 03.01.2022 16:45 (CET/CEST)","6"
"Germany (DE)","03.01.2022 16:45 - 03.01.2022 17:00 (CET/CEST)","4"
"Germany (DE)","03.01.2022 17:00 - 03.01.2022 17:15 (CET/CEST)","2"
"Germany (DE)","03.01.2022 17:15 - 03.01.2022 17:30 (CET/CEST)","2"
"Germany (DE)","03.01.2022 17:30 - 03.01.2022 17:45 (CET/CEST)","2"
"Germany (DE)","03.01.2022 17:45 - 03.01.2022 18:00 (CET/CEST)","2"
"Germany (DE)","03.01.2022 18:00 - 03.01.2022 18:15 (CET/CEST)","2"
"Germany (DE)","03.01.2022 18:15 - 03.01.2022 18:30 (CET/CEST)","2"
"Germany (DE)","03.01.2022 18:30 - 03.01.2022 18:45 (CET/CEST)","2"
"Germany (DE)","03.01.2022 18:45 - 03.01.2022 19:00 (CET/CEST)","2"
"Germany (DE)","03.01.2022 19:00 - 03.01.2022 19:15 (CET/CEST)","2"
"Germany (DE)","03.01.2022 19:15 - 03.01.2022 19:30 (CET/CEST)","2"
"Germany (DE)","03.01.2022 19:30 - 03.01.2022 19:45 (CET/CEST)","2"
"Germany (DE)","03.01.2022 19:45 - 03.01.2022 20:00 (CET/CEST)","2"
"Germany (DE)","03.01.2022 20:00 - 03.01.2022 20:15 (CET/CEST)","2"
"Germany (DE)","03.01.2022 20:15 - 03.01.2022 20:30 (CET/CEST)","2"
"Germany (DE)","03.01.2022 20:30 - 03.01.2022 20:45 (CET/CEST)","2"
"Germany (DE)","03.01.2022 20:45 - 03.01.2022 21:00 (CET/CEST)","2"
"Germany (DE)","03.01.2022 21:00 - 03.01.2022 21:15 (CET/CEST)","2"
"Germany (DE)","03.01.2022 21:15 - 03.01.2022 21:30 (CET/CEST)","2"
"Germany (DE)","03.01.2022 21:30 - 03.01.2022 21:45 (CET/CEST)","2"
"Germany (DE)","03.01.2022 21:45 - 03.01.2022 22:00 (CET/CEST)","2"
"Germany (DE)","03.01.2022 22:00 - 03.01.2022 22:15 (CET/CEST)","2"
"Germany (DE)","03.01.2022 22:15 - 03.01.2022 22:30 (CET/CEST)","2"
"Germany (DE)","03.01.2022 22:30 - 03.01.2022 22:45 (CET/CEST)","2"
"Germany (DE)","03.01.2022 22:45 - 03.01.2022 23:00 (CET/CEST)","2"
"Germany (DE)","03.01.2022 23:00 - 03.01.2022 23:15 (CET/CEST)","2"
"Germany (DE)","03.01.2022 23:15 - 03.01.2022 23:30 (CET/CEST)","2"
"Germany (DE)","03.01.2022 23:30 - 03.01.2022 23:45 (CET/CEST)","2"
"Germany (DE)","03.01.2022 23:45 - 04.01.2022 00:00 (CET/CEST)","2"
"Germany (DE)","04.01.2022 00:00 - 04.01.2022 00:15 (CET/CEST)","2"
"Germany (DE)","04.01.2022 00:15 - 04.01.2022 00:30 (CET/CEST)","2"
"Germany (DE)","04.01.2022 00:30 - 04.01.2022 00:45 (CET/CEST)","2"
"Germany (DE)","04.01.2022 00:45 - 04.01.2022 01:00 (CET/CEST)","2"
"Germany (DE)","04.01.2022 01:00 - 04.01.2022 01:15 (CET/CEST)","2"
"Germany (DE)","04.01.2022 01:15 - 04.01.2022 01:30 (CET/CEST)","2"
"Germany (DE)","04.01.2022 01:30 - 04.01.2022 01:45 (CET/CEST)","2"
"Germany (DE)","04.01.2022 01:45 - 04.01.2022 02:00 (CET/CEST)","2"
"Germany (DE)","04.01.2022 02:00 - 04.01.2022 02:15 (CET/CEST)","2"
"Germany (DE)","04.01.2022 02:15 - 04.01.2022 02:30 (CET/CEST)","2"
"Germany (DE)","04.01.2022 02:30 - 04.01.2022 02:45 (CET/CEST)","2"
"Germany (DE)","04.01.2022 02:45 - 04.01.2022 03:00 (CET/CEST)","2"
"Germany (DE)","04.01.2022 03:00 - 04.01.2022 03:15 (CET/CEST)","2"
"Germany (DE)","04.01.2022 03:15 - 04.01.2022 03:30 (CET/CEST)","2"
"Germany (DE)","04.01.2022 03:30 - 04.01.2022 03:45 (CET/CEST)","2"
"Germany (DE)","04.01.2022 03:45 - 04.01.2022 04:00 (CET/CEST)","2"
"Germany (DE)","04.01.2022 04:00 - 04.01.2022 04:15 (CET/CEST)","2"
"Germany (DE)","04.01.2022 04:15 - 04.01.2022 04:30 (CET/CEST)","2"
"Germany (DE)","04.01.2022 04:30 - 04.01.2022 04:45 (CET/CEST)","2"
"Germany (DE)","04.01.2022 04:45 - 04.01.2022 05:00 (CET/CEST)","2"
